class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	Fine	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 	Fine and good	", but no one should really ever order anything with the word "" sampler "" in it, unless it's chocolate."
no	X and Y	poor	traditional	poor - rich	(\bpoor) and (?!rich)(\b\w+)	" // "" They are trying to appeal to the "	poor and traditional	" people outside Kabul, the people in rural areas, "" says Ahmad Idrees Rahmani, cofounder of the Afghan Center for Research and Policy Studies."
no	X and Y	small	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 That is why it is a critical link in our nation's transportation system, 	small and rural	 communities, and an important tool for businesses of all sizes.
no	X or Y	inappropriate	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	 Relevant web sites were bookmarked so students did not waste their research time wading through age-	inappropriate or poor	 quality sites.
no	X or Y	bad	wrong	bad - good	(\bbad) or (?!good)(\b\w+)	 I've had to remind myself that you never tell an artist that his or her art is 	bad or wrong	 -- art ca n't be those two things (especially when you are five).
no	X and Y	professional	private	private - public	(?!public)(\b\w+) and (\bprivate)	" It used to be that we discussed the difference between "" public and private "", but now we are discussing the difference between "" "	professional and private	" ""."
yes	both X and Y	old	new	new - old	both (old) and (new)	 Digital modems, 	both old and new	, can offer superior speeds over telephone lines.
no	X and Y	Historical	old	new - old	(?!new)(\b\w+) and (\bold)	 Watkins, collects essays on Romantic literature from a variety of historical critical perspectives, including Marxist, feminist, New 	Historical and old	.
yes	X and Y	short	long	long - short	(short) and (long)	 Do n't know what the British would say or call it- they seem to have the 	short and long	 vowels reversed somewhat.
yes	from X to Y	small	large	large - small	from (small) to (large)	 We came to the conclusion that you must cover the full segment of cars and trucks, 	from small to large	.
yes	X and Y	rural	urban	rural - urban	(rural) and (urban)	 Sixty-five local authorities borrowed money for water supply in 1887-8, 	rural and urban	 districts being equally represented (c-5,550, pp.
no	X and Y	wrinkled	old	new - old	(?!new)(\b\w+) and (\bold)	 * * * Then he was looking down at his hands, and they were 	wrinkled and old	.
yes	whether X or Y	public	private	private - public	whether (public) or (private)	 Every individual needs other types of retirement income, 	whether public or private	.
yes	X and Y	male	female	female - male	(male) and (female)	 Using the Bible as his starting point, John Paul II delved into such questions as why humans were created 	male and female	 and why it matters which one we are.
no	X and Y	personal	public	private - public	(?!private)(\b\w+) and (\bpublic)	 What redeeming quality has this man ever shown on his 	personal and public	 life that would give anyone reason to take him seriously?
no	X or Y	warm	cold	cold - hot	(?!hot)(\b\w+) or (\bcold)	" "" You have to worry about peoples'stability and emotional life as much as you do about whether they are "	warm or cold	", "" she says."
no	X and Y	adored	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Aspects involving Pluto indicate that your forays into the untried and unknown are lifting your fortunes ever higher, and Jupiter's influence suggests that you're also feeling 	adored and happy	.
no	X or Y	dead	rotting	alive - dead	(\bdead) or (?!alive)(\b\w+)	 They forage on live fish and 	dead or rotting	 fish and animals, as well as larval aquatic insects, terrestrial insects, crayfish and various shellfish -- even some aquatic plants.
no	X and Y	waterborne	high	high - low	(?!low)(\b\w+) and (\bhigh)	 This misconception has been put to rest with the introduction of 	waterborne and high	 solids coating systems.
yes	both X and Y	large	small	large - small	both (large) and (small)	 Before you ask, I have run businesses 	both large and small	.
no	X and Y	Timely	true	false - true	(?!false)(\b\w+) and (\btrue)	 	Timely and true	.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 Good or bad, 	right or wrong	, one should never underestimate the opponent.
no	X or Y	dead	dying	alive - dead	(\bdead) or (?!alive)(\b\w+)	 With the sameness of every day, of making every plate again that he'd already made before, by copying, copying, copying the recipes of 	dead or dying	 French and Spanish chefs?
yes	X or Y	good	bad	bad - good	(good) or (bad)	 So whether incandescent bulbs are 	good or bad	 can depend on where you live.
no	X or Y	bad	boring	bad - good	(\bbad) or (?!good)(\b\w+)	 Not because it was 	bad or boring	, but neither was it strongly propulsive.
no	X and Y	large	unavoidable	large - small	(\blarge) and (?!small)(\b\w+)	 Here it was, 	large and unavoidable	, looming in the mirror like an approaching storm.
yes	X or Y	private	public	private - public	(private) or (public)	" "" (n4) Liberty without restraint will not lead to "	private or public	 good.
no	X and Y	rural	traditional	rural - urban	(\brural) and (?!urban)(\b\w+)	 A 	rural and traditional	 society, with over 90% of its population illiterate and unaware of modern world, could not digest this European idea in its original form.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 I do n't know if that was fair or 	right or wrong	, but that's the way it was.
no	X and Y	Clear	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 	Clear and cold	.
yes	between X and Y	old	new	new - old	between (old) and (new)	 @ @ @ @ @ @ @ @ @ @ thick line drawn 	between old and new	.
yes	between X and Y	high	low	high - low	between (high) and (low)	 He always said the gulf 	between high and low	 art is artificial; people should be able to write a Top 40 hit one year, a symphony the next --as he did.
no	X or Y	boring	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 And the reason that a certain country is not in the news does nt mean that it's nowhere, 	boring or bad	.
no	X and Y	social	small	large - small	(?!large)(\b\w+) and (\bsmall)	 The series of activities for adults, children and families includes adult education classes, an ice cream 	social and small	 concerts.
no	X and Y	small	diffuse	large - small	(\bsmall) and (?!large)(\b\w+)	 23 It is clear that such a 	small and diffuse	 operation called for an anti-crime and intelligence response, not a war.
no	neither X nor Y	female	working	female - male	neither (\bfemale) nor (?!male)(\b\w+)	 Given the developmental history and characteristics of college administrators as outlined by Twombley and Moore, the likely candidate for an administrative position in higher education is 	neither female nor working	 class.
no	both X and Y	true	important	false - true	both (\btrue) and (?!false)(\b\w+)	 However, what he says in the video above is in our opinion 	both true and important	.
no	X and Y	misleading	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	" "" It's "	misleading and wrong	", "" Koos said."
yes	X and Y	public	private	private - public	(public) and (private)	 Brad Anderson published a blog post that describes how 	public and private	 clouds come together.
no	X and Y	beloved	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 Yet because this is what God calls us -- 	beloved and light	 -- we are thus able to walk accordingly.
yes	either too X or too Y	long	short	long - short	either too (long) or too (short)	 The cooking times on the rabbit seemed off--	either too long or too short	!
no	X and Y	long	fatal	long - short	(\blong) and (?!short)(\b\w+)	 His son would surely survive his father, his wife would bear the grief after his sudden heart attack or his 	long and fatal	 bout with cancer.
no	X and Y	evil	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 Anyone who would have a dog in the back of a pickup truck is 	evil and wrong	 and morally deficient, right?
no	X or Y	OPTImistic	pessimistic	optimistic - pessimistic	(?!optimistic)(\b\w+) or (\bpessimistic)	 	OPTImistic or pessimistic	?
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 My sisters and brothers in Christ are a lot of things: 	rich and poor	, liberal and conservative, educated and illiterate, straight and gay, easy to get along with and hell-on-wheels.
no	X or Y	extreme	long	long - short	(?!short)(\b\w+) or (\blong)	 Similarly, water movement by stirring on a stirplate or by using pumps and powerheads in tanks does not result in oxygen saturation unless the circulation is 	extreme or long	 periods of time are involved.
no	neither X nor Y	small	frail	large - small	neither (\bsmall) nor (?!large)(\b\w+)	 Though 	neither small nor frail	, he always seemed to hold back when other children his age played at full-throttle.
no	X and Y	best	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 All the 	best and good	 luck with everything.
no	X and Y	good	inexpensive	bad - good	(\bgood) and (?!bad)(\b\w+)	 The food is always very 	good and inexpensive	.
yes	X and Y	low	high	high - low	(low) and (high)	 In addition and in contrast to past research, the interaction term was significant for the low fit or inactive participants for negative affect or tense arousal 15 minutes during both the 	low and high	 intensity conditions.
yes	X and Y	male	female	female - male	(male) and (female)	 The MCC had 	male and female	 floors and this posed a problem as to what floor he should be assigned.
no	X or Y	dead	unused	alive - dead	(\bdead) or (?!alive)(\b\w+)	 Therefore, the G5 memory interface gains the advantage of very high frequency without unwanted overhead in the form of 	dead or unused	 bus cycles.
no	X and Y	proud	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 I have no patience whatsoever with people who try to make mush out of 	proud and good	 and tough and decent people.
no	X or Y	urban	industrial	rural - urban	(\burban) or (?!rural)(\b\w+)	" "" Their use against an "	urban or industrial	 area is utterly irresponsible.
no	X and Y	good	transcendent	bad - good	(\bgood) and (?!bad)(\b\w+)	 Instead, the incredible vitality of 	good and transcendent	 ideas were ignored in rote favor of names and dates.
yes	between X and Y	private	public	private - public	between (private) and (public)	 It feels like yet another way they've messed with the line 	between private and public	 information.
no	X and Y	right	crazy	right - wrong	(\bright) and (?!wrong)(\b\w+)	 In fact, activists of all stripes -- left, 	right and crazy	 -- have been madly e-mailing, running listservs, tending antique servers and building Web sites for years.
yes	X and Y	public	private	private - public	(public) and (private)	 Students from 95 	public and private	 schools are competing for individual and school trophies in algebra, geometry, calculus and trigonometry.
yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 Would we say these things are 	neither good nor bad	?
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Maple Cherry Sauce Here's a sauce that can be used 	hot or cold	 as a topping for grilled meats, yogurt, ice cream, or cheesecake.
yes	X and Y	public	private	private - public	(public) and (private)	 If there is a way to introduce free market mechanisms to this issue by separating out 	public and private	 entities to deal with the disabled and chronically ill we should pursue it.
no	X and Y	new	daring	new - old	(\bnew) and (?!old)(\b\w+)	 They and their leaders cleared another important hedge in building a 	new and daring	 democracy.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 I was a child during Vietnam, then there was Watergate, the Iran Contra scandal, the widening gap 	between rich and poor	 exacerbated by tax policy, and now the Iraq War.
yes	X and Y	high	low	high - low	(high) and (low)	 Introduce them to a basic musical concept, such as 	high and low	 qualities of pitch, fast and slow tempos, or even and uneven rhythm patterns.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 All he does is divide the country 	between rich and poor	, christian and muslim, and black and white.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Are they 	good or bad	?
yes	X or Y	true	false	false - true	(true) or (false)	 Before I was n't sure if it was 	true or false	, but after I went to school and learned, I could read and saw that it's a fact.
no	X and Y	high	noble	high - low	(\bhigh) and (?!low)(\b\w+)	 When the truth dawned on him, he faltered and sweat gathered on his 	high and noble	 forehead.
yes	X and Y	private	public	private - public	(private) and (public)	 Every night in the camps they sponsored 	private and public	 war dances in large society tipis (LaBarre et al.
yes	X and Y	male	female	female - male	(male) and (female)	 In general, 	male and female	 young do not enter puberty as long as they remain at home.
no	X and Y	boring	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 For some 	boring and cold	 surgery (such as hip-replacement operations) waiting lists can extend for several years, leaving patients in excruciating pain.
no	X and Y	old	busted	new - old	(\bold) and (?!new)(\b\w+)	84 beta instead of 	old and busted	 Chrome OS 21.
no	X and Y	old	greater	new - old	(\bold) and (?!new)(\b\w+)	 Sheehan, McMenamin and McDevitt (1992) reported that, according to the College Board, the nontraditonal college student population (25 years 	old and greater	) @ @ @ @ @ @ @ @ @ @ student population.
yes	X or Y	temporary	permanent	permanent - temporary	(temporary) or (permanent)	 (n7, n8) Blast injuries may cause disruption of the round or oval window membranes and result in sensorineural loss, but noise-induced 	temporary or permanent	 threshold shifts have also been described with these injuries.
no	X and Y	debonair	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 They should give birth to a hansome son who, like his father, is suave, 	debonair and good	 with a gun.
yes	both X and Y	high	low	high - low	both (high) and (low)	 Moreover, our analysis suggests that SOC storage in urban ecosystems is highly variable, with 	both high and low	 SOC densities present in the landscape (Pouyat et al.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	 	True or false	, I tell him, it's a useless trick.
no	X or Y	bad	mediocre	bad - good	(\bbad) or (?!good)(\b\w+)	 If they have to cut salaries, start with the 	bad or mediocre	 teachers.
no	X or Y	bright	sad	happy - sad	(?!happy)(\b\w+) or (\bsad)	 Anyway, I am glad to have my share in life, whether it be 	bright or sad	.
no	X or Y	evil	good	bad - good	(?!bad)(\b\w+) or (\bgood)	 None of these choices are inherently 	evil or good	 but but folks ca n't say Rastani is evil when they submit themselves to fate by not acting in their own best interest.
yes	X and Y	old	new	new - old	(old) and (new)	 Actually, there are other, more significant differences between the 	old and new	 M-70s, but the extractor became symbolic of the differences.
no	X or Y	new	advanced	new - old	(\bnew) or (?!old)(\b\w+)	 These nodes represent the evolution of 	new or advanced	 features, such as a backbone or jaws.
yes	X, not Y	temporary	permanent	permanent - temporary	(temporary), not (permanent)	 They also said that tax changes should be 	temporary, not permanent	, or else the government would run the risk of running a deficit and thus affect long-term interest rates.
yes	both X and Y	female	male	female - male	both (female) and (male)	) While Blade Runner features 	both female and male	 replicants, the film does interrogate and articulate femininity, as Kaja Silverman points out, exclusively through the figure of the android.
yes	X and Y	good	bad	bad - good	(good) and (bad)	" "" I like the interaction of the customers -- "	good and bad	.
no	X and Y	clear	new	new - old	(?!old)(\b\w+) and (\bnew)	 Use a oil-free face cleanser twice a day and in a week or two, your skin will be 	clear and new	.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 A lot of 	both good and bad	 happened in this time period.
no	X and Y	poor	easy	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 America want only see movies with 	poor and easy	 gameplay like call of duty.
yes	X and Y	male	female	female - male	(male) and (female)	 If you can afford one, make sure it has a direct link to police, says Figgie International, which surveyed 589 	male and female	 prisoners convicted of property crimes.
yes	X and Y	large	small	large - small	(large) and (small)	 In our best days, we can feel the vibrancy of America's communities, 	large and small	.
yes	X and Y	public	private	private - public	(public) and (private)	 for all 	public and private	 wells in the current study area -- Delta.
yes	X or Y	long	short	long - short	(long) or (short)	 Sumner, however, proposed limiting the Fed's and the speculators'risk by giving the Fed discretion to make open market operations in whatever amount it believed necessary to offset its own 	long or short	 position.
no	more X than Y	permanent	dead	alive - dead	more (?!alive)(\b\w+) than (\bdead)	 Now you're smiling, so I know you're thinking like me, it do n't get 	more permanent than dead	.
no	X or Y	Large	small	large - small	(?!large)(\b\w+) or (\bsmall)	 	Large or small	, each gathering of horses was under the eyes of a shoeless boy or two, mounted bareback.
yes	both X and Y	male	female	female - male	both (male) and (female)	 A good library needs 	both male and female	 versions of all those sounds, plus the squawks of developing youngsters.
no	X or Y	sensitive	private	private - public	(?!public)(\b\w+) or (\bprivate)	 It is not inherently more specific, predictive, 	sensitive or private	 than other kinds of health information.
no	X and Y	violet	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Ahead of her Gleipnir was a curlicue, 	violet and small	, as if she could cup it in her hand.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 I'm 	hot and cold	 on him (but all in a good way), he's so amazing one moment and then in the next you want to strangle him.
yes	X or Y	major	minor	major - minor	(major) or (minor)	 The science foundation reported in 2000 that 31 percent of math teachers and 20 percent of science teachers in grades 7-12 lack a 	major or minor	 in their subjects.
no	X and Y	choice	true	false - true	(?!false)(\b\w+) and (\btrue)	 The survey consisted of multiple-	choice and true	 or false items designed to assess knowledge of dietary calcium sources @ @ @ @ @ @ @ @ @ @ the body.
yes	X or Y	true	false	false - true	(true) or (false)	" "" So to ask me if the postcards are "	true or false	 is like asking if a painting or a sculpture in a museum is like fiction or non-fiction.
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	 And now here's Kwan talking about it -- as if the whole damn universe, 	dead and alive	, knows.
no	X or Y	happy	satisfied	happy - sad	(\bhappy) or (?!sad)(\b\w+)	" "" No one is "	happy or satisfied	" with that ""."
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Whether 	good or bad	, you must move on.
no	X and Y	long	devoted	long - short	(\blong) and (?!short)(\b\w+)	 An instrument of true affection, the clubface is nearly bald from extended use, a custom-wrapped rubber grip intimating the club saw 	long and devoted	 service.
no	X and Y	high	erosive	high - low	(\bhigh) and (?!low)(\b\w+)	 Water runoff from the site of La Milpa, with its plastered and limestone surfaces, would have been extremely 	high and erosive	 after heavy rains @ @ @ @ @ @ @ @ @ @.
no	X and Y	large	reflective	large - small	(\blarge) and (?!small)(\b\w+)	 Pluto is in this taxonomic classification first a planet then an ice @ @ @ @ @ @ @ @ @ @ 	large and reflective	 class ice dwarf planet.
yes	X and Y	high	low	high - low	(high) and (low)	 She could hit all the English vowel sounds, 	high and low	, that most Russians mumbled.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	" Subjects were explicitly told that associations given could not be "" "	right or wrong	.
no	X and Y	sophisticated	feminine	feminine - masculine	(?!masculine)(\b\w+) and (\bfeminine)	 COOL COIF Stylist Toni Bell Nance of Los Angeles says Mo'Nique's trademark look is 	sophisticated and feminine	.
no	X and Y	stern	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 He is not only handsome, but 	stern and good	, scattering evil-looking, dangerous people before him.
no	X and Y	long	swishy	long - short	(\blong) and (?!short)(\b\w+)	 Her skirts were 	long and swishy	, and her earrings were tinkly silver bells.
yes	more X than Y	cold	hot	cold - hot	more (cold) than (hot)	 These rules are that military operations be confined to Shebaa Farms and that the war remains 	more cold than hot	.
no	X or Y	live	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 I took a last glimpse of Palmer who was watching the road, and I thought of no other person or thing-	live or dead	.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 The fact that this music has been heard in many contexts over the centuries (in performances 	both good and bad	) and is still appreciated by many people says something about its worth.
no	X or Y	hard	short	hard - soft	(\bhard) or (?!soft)(\b\w+)	" "" "" Long and "	hard or short	 and sweet?
no	X and Y	small	feckless	large - small	(\bsmall) and (?!large)(\b\w+)	 If they are supported by a state, their organizations tend to be either large and leaky or 	small and feckless	.
no	X and Y	legal	public	private - public	(?!private)(\b\w+) and (\bpublic)	 The DHS will also support, through financial, 	legal and public	 relations means, practices that reduce violence in families, schools and places of work.
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	 In this sense, the metaphoric and conceptual frames used to understand new media are not trivial, and may impact not just our view of life, but what it means to be 	alive or dead	.
no	X and Y	sick	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 this is so 	sick and wrong	.
yes	either X or Y	good	bad	bad - good	either (good) or (bad)	 Thus there is a disjunction between the reality of science (it can lead to 	either good or bad	) and the propaganda of science (it is always good).
yes	X, not Y	active	passive	active - passive	(active), not (passive)	 Constructivist learning is about being 	active, not passive	 (Marlowe &; Page, 2005).
yes	X or Y	small	large	large - small	(small) or (large)	 You will be as 	small or large	 as you think you can be.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 I actually ended up treating (don't kow if that was a 	good or bad	 move, but I felt like doing it.
no	X and Y	UV	high	high - low	(?!low)(\b\w+) and (\bhigh)	 freezing temps in near vacuum, 	UV and high	 energy cosmic rays notwithstanding.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 We remain ambivalent about the role of women in this society-we're still asking ourselves if having a working mother is 	good or bad	 for children.
no	X and Y	smart	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 There are 	smart and bad	" marketers in every aspect of the marketing umbrella -- just look at the number of "" social media marketers "" whose business acumen is akin to a gnat's ass."
no	X and Y	right	proper	right - wrong	(\bright) and (?!wrong)(\b\w+)	 In the 19th century almost all the Evenki living in the Russian territory became nominally Christian: this, too, was all very 	right and proper	, being historically progressive in relation to shamanism.
no	X and Y	private	Catholic	private - public	(\bprivate) and (?!public)(\b\w+)	 It is likely that marginal 	private and Catholic	 schools, struggling for economic viability, would welcome them.
no	X and Y	good	religious	bad - good	(\bgood) and (?!bad)(\b\w+)	 This would have been becoming to 	good and religious	 men.
no	X or Y	moderate	high	high - low	(?!low)(\b\w+) or (\bhigh)	 From this perspective, Nicaraguan civil-military relations appear to have made more progress than one might have concluded given the initial finding that military prerogatives were still 	moderate or high	 in seven of the eleven areas evaluated.
no	how X or Y	old	young	new - old	how (\bold) or (?!new)(\b\w+)	 Those licensing guys do n't care (or know) 	how old or young	 you are.
yes	X and Y	private	public	private - public	(private) and (public)	 Between 2000 and 2008 total 	private and public	 debt in the U.
no	X and Y	new	worse	new - old	(\bnew) and (?!old)(\b\w+)	 For a while, aged nineteen, Tommy gave up Playboy centerfolds to dream over Botticelli angels, while his nightmares took on 	new and worse	 shapes from Goya's monsters.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 To be thankful for all things 	both good and bad	.
yes	X and Y	private	public	private - public	(private) and (public)	 The commission has imposed about the same number of 	private and public	 punishments each year throughout the 13-year period, with the exception of a few years when the number of sanctions briefly doubled.
no	X and Y	industrial	urban	rural - urban	(?!rural)(\b\w+) and (\burban)	 It reflected a more 	industrial and urban	 society, requiring more codified relationships than the traditionally enforced ones of the by now ruined plantation.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 The widening gulf 	between rich and poor	 is evident in greater Manchester, where the wealthy of suburban Cheshire live far removed from the slums of Ordsall.
yes	both X and Y	public	private	private - public	both (public) and (private)	 The division is self-sustaining, with fees coming from a variety of sources, 	both public and private	.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 These changes in hours worked are exacerbating preexisting income gaps 	between rich and poor	.
no	X or Y	large	complicated	large - small	(\blarge) or (?!small)(\b\w+)	 But when sales are 	large or complicated	, or the market is in flux, negotiations may allow the city to sell bonds paying slightly less interest.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 I'm not saying that's 	good or bad	, but if we expel all illegal immigrants, the government will probably have to subsidize it even heavier.
no	X and Y	old	quaint	new - old	(\bold) and (?!new)(\b\w+)	 Those once radical and stimulating paintings by Gorky, de Kooning, Rothko and even Pollock, suddenly looked terribly 	old and quaint	.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 Here, you'll also find a swim ladder, 	hot and cold	 shower and a shore power cord that retracts like the cord on your Electrolux.
yes	X or Y	dry	wet	dry - wet	(dry) or (wet)	 This self-propelled robot moves back and forth and @ @ @ @ @ @ @ @ @ @ 	dry or wet	 disposable cleaning cloth or reusable microfiber cloth.
no	X or Y	dead	ailing	alive - dead	(\bdead) or (?!alive)(\b\w+)	 Comparatively, much contemporary rap feels spiritually 	dead or ailing	.
no	X or Y	diseased	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 Instead, the virus has become stealthier: human cases are now occurring with no discernible exposure to H5N1 through contact with 	diseased or dead	 birds.
yes	X and Y	old	new	new - old	(old) and (new)	 Russell, and others have challenged Woodward's polemic of a discontinuity between the 	old and new	 southern orders.
yes	between X and Y	true	false	false - true	between (true) and (false)	 It seeks to maintain an ongoing practice of discerning 	between true and false	, good and bad, the godly and the worldly.
no	X and Y	desultory	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Her voice is not agile and overwhelming like Florence Welch's; nor is it as aerobic as Beyonc's or Gaga's; nor is it 	desultory and small	, with a dollop of cuteness, like Feist's or St.
yes	X and Y	hard	soft	hard - soft	(hard) and (soft)	 It means that America must make use of the full panoply of its tools of 	hard and soft	 power to secure itself.
yes	X and Y	large	small	large - small	(large) and (small)	 For his part, Jimmy remained deferential to his father, consulting him on decisions 	large and small	.
no	X or Y	low	nonexistent	high - low	(\blow) or (?!high)(\b\w+)	 On one end of this spectrum are the naysayers: those who perceive climate change as a very 	low or nonexistent	 danger.
no	X and Y	new	overwhelming	new - old	(\bnew) and (?!old)(\b\w+)	 They had moved to Long Beach from Virginia, and everything was 	new and overwhelming	.
no	X or Y	good	right	bad - good	(\bgood) or (?!bad)(\b\w+)	 We should not say things or do things just because they are 	good or right	 but because we have the rest in our spirit.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Sing about us 	good or bad	, they say, just sing about us.
no	X or Y	fine	good	bad - good	(?!bad)(\b\w+) or (\bgood)	 Verfassung f; to be in 	fine or good	 form?
no	both X and Y	new	used	new - old	both (\bnew) and (?!old)(\b\w+)	 Carry 	both new and used	 (in my opinion, separated).
no	X or Y	warm	cold	cold - hot	(?!hot)(\b\w+) or (\bcold)	) Serve hot, 	warm or cold	.
no	between X and Y	good	evil	bad - good	between (\bgood) and (?!bad)(\b\w+)	 This is n't a case of moral blindness: we know the difference 	between good and evil	 and we clearly see the evil around us.
yes	X or Y	public	private	private - public	(public) or (private)	 A rabbit warren of over four thousand shops, restaurants, 	public or private	 rooms.
no	X and Y	cold	resentful	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Hispanics mainstream economically and socially in one or two generations; African Americans remain out in the 	cold and resentful	.
no	X or Y	skilled	rich	poor - rich	(?!poor)(\b\w+) or (\brich)	 The number of visas granted yearly has been raised from 500,000 to 700,000, with the stipulation that most of the added number be not for relatives of earlier immigrants, but for 	skilled or rich	 people.
no	X or Y	dead	damaged	alive - dead	(\bdead) or (?!alive)(\b\w+)	 In winter, cut back plants to restore their shapes or to remove 	dead or damaged	 branches.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 New business models involving medical expertise remotely will emerge so that the divide between healthcare 	between rich and poor	 areas will flatten.
yes	X and Y	low	high	high - low	(low) and (high)	 Dysfunctional beliefs were negatively correlated with satisfaction but 	low and high	 self-monitors did not differ in their conflict behavior.
no	X and Y	old	ancient	new - old	(\bold) and (?!new)(\b\w+)	 I had a hard time turning 32 this year so I'm not really liking the 	old and ancient	 pairing!
yes	X or Y	good	bad	bad - good	(good) or (bad)	" "" Is that "	good or bad	?
no	X or Y	small	greater	large - small	(\bsmall) or (?!large)(\b\w+)	 @ @ @ @ @ @ @ @ @ @ has a 	small or greater	 effect on the DNA of the cloned specimen.
yes	X and Y	wet	dry	dry - wet	(wet) and (dry)	 This regular cycle of 	wet and dry	 seasons made routine the bounty of the great alluvial plains below the mountains, fertilized by the plateau's silty runoff.
no	X and Y	transparent	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Require the Secretary to define and annually update the benefit package through a 	transparent and public	 process.
no	X and Y	small	orderly	large - small	(\bsmall) and (?!large)(\b\w+)	 Most would testify that the crowd outside the Sweet home was 	small and orderly	 prior to the shooting.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 A USA Today /Gallup poll this summer found that Hispanic registered voters prioritized health care, unemployment, economic growth, and the gap 	between rich and poor	 over immigration.
yes	between X and Y	rural	urban	rural - urban	between (rural) and (urban)	 Similarly, another factor not considered in this investigation was the distinction 	between rural and urban	 community colleges which have very different labor markets and industrial-business environments.
no	X or Y	personal	private	private - public	(?!public)(\b\w+) or (\bprivate)	 (n13) Because it occurs between intimate partners inside the home, domestic violence is frequently seen as a 	personal or private	, rather than a political and public issue.
yes	neither X nor Y	bad	good	bad - good	neither (bad) nor (good)	 Possible responses were: 1 = very bad, 2 = bad, 3 = 	neither bad nor good	, 4 = good, and 5 = very good.
no	X or Y	new	dangerous	new - old	(\bnew) or (?!old)(\b\w+)	 No one has seriously accused the Democratic Party of having a 	new or dangerous	 thought for 15 years.
yes	X and Y	old	new	new - old	(old) and (new)	 Then share a memorable meal while celebrating traditions 	old and new	.
no	X and Y	long	pleasurable	long - short	(\blong) and (?!short)(\b\w+)	 If nations can simply agree that the earth is fragile, we may then have a world in which every human being will have the opportunity to lead a healthy, 	long and pleasurable	 life.
no	either X or Y	passive	aggressive	active - passive	either (\bpassive) or (?!active)(\b\w+)	 Genitals can not be 	either passive or aggressive	, that is a property of individuals.
no	X or Y	actual	true	false - true	(?!false)(\b\w+) or (\btrue)	" The "" mean "" sun is used because time based on the "	actual or true	" apparent motion of the sun does n't "" tick "" at a constant rate."
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	; 0 @ @ @ @ @ @ @ @ @ @ Submarine Sandwich This sandwich is equally good served 	hot or cold	.
no	X and Y	old	real	new - old	(\bold) and (?!new)(\b\w+)	 These are 	old and real	.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 Another phylum @ @ @ @ @ @ @ @ @ @ where it was first discovered, is very abundant in extremely 	hot or cold	 anaerobic habitats but has so far never been cultured.
