class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 " My country, 	right or wrong	, " is an attitude prominent in the United States, but it is also alive and well in other countries.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 " My country, right or wrong, " is an attitude prominent in the United States, but it is also 	alive and well	 in other countries.
no	X or Y	false	easy	false - true	(\bfalse) or (?!true)(\b\w+)	 None of this should induce a 	false or easy	 optimism.
yes	neither X nor Y	hot	cold	cold - hot	neither (hot) nor (cold)	 As God says in the Book of Revelation: " I know you are 	neither hot nor cold	.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 We can determine what is 	right and wrong	, despite the quite explicit purposes written by God into the natures of rocks, vegetables, animals and human beings.
no	X and Y	good	honorable	bad - good	(\bgood) and (?!bad)(\b\w+)	 " No, I am a 	good and honorable	 person who cheats only when I have need and opportunity.
no	X and Y	false	hateful	false - true	(\bfalse) and (?!true)(\b\w+)	 If the literalist interpretation of the passion narratives can produce hate toward Judaism, this interpretation can have the effect of portraying Christianity as a 	false and hateful	 religion.
no	X and Y	high	cultural	high - low	(\bhigh) and (?!low)(\b\w+)	 In Bolivia female illiteracy is 	high and cultural	 expectations have been sharply distinct for men and women.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 Despite Newsweek's announcement that greed is dead, our data show that it is 	alive and well	.
no	X and Y	happy	proud	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 You all look 	happy and proud	, and you should.
no	X and Y	new	profound	new - old	(\bnew) and (?!old)(\b\w+)	 The inclusion of lay persons in the educating mission of the Society in 	new and profound	 ways also requires careful interpretation to various constituencies.
no	X or Y	parochial	private	private - public	(?!public)(\b\w+) or (\bprivate)	 The decline in enrollments at 	parochial or private	 high schools also means that fewer students enter a place like Saint Louis University with the background to begin relatively sophisticated discussions of religious experience.
no	X and Y	long	convoluted	long - short	(\blong) and (?!short)(\b\w+)	 It is a 	long and convoluted	 story, which we will try to boil down to its essence: The Australians, their opponents claim, cheated by building too many boats.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 The archheresiarch is @ @ @ @ @ @ @ @ @ @ between truth and falsehood, 	right and wrong	.
no	X and Y	new	encouraging	new - old	(\bnew) and (?!old)(\b\w+)	 There is much theological exploration that is 	new and encouraging	.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 A 	quick and easy	 way to polish and restore screw heads is to chuck them in an electric drill and spin the screw head against fine-grit finishing paper wrapped around a block or file.
no	X and Y	new	professional	new - old	(\bnew) and (?!old)(\b\w+)	 The baked-on lacquer job looks factory-	new and professional	 (No.
no	X and Y	slow	tedious	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Instead, it is an accelerated version of the normally 	slow and tedious	 rust-bluing method used on the finest guns.
no	X and Y	rich	varied	poor - rich	(\brich) and (?!poor)(\b\w+)	 The difference determines how to fish these 	rich and varied	 coastal edges.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 All of these engines started easily 	hot or cold	.
no	X and Y	cold	warmer	cold - hot	(\bcold) and (?!hot)(\b\w+)	 THERMAL BARS Summer anglers have to follow nomadic rainbows offshore to where walls of 	cold and warmer	 water collide.
no	X and Y	light	short	heavy - light	(\blight) and (?!heavy)(\b\w+)	: Feels 	light and short	, yet surprisingly stable in a straight run.
no	X and Y	Responsive	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Caroline: 	Responsive and easy	 to steer.
no	X or Y	old	faulty	new - old	(\bold) or (?!new)(\b\w+)	 Prior to the takeover of Prijedor, Serbs had sold 	old or faulty	 weapons to frightened Muslims, then taken down their names.
yes	more X than Y	right	wrong	right - wrong	more (right) than (wrong)	 He points out that the administration's forecasts have for the most part been far 	more right than wrong	 -- and often closer to the mark than the CBO's.
no	X and Y	long	controversial	long - short	(\blong) and (?!short)(\b\w+)	 " If that is so, it would be the most bitter fruit of a 	long and controversial	 relationship.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 " To a debate framed by politics and profits, Wogaman brought a third consideration: 	right and wrong	.
yes	X as well as Y	rich	poor	poor - rich	(rich) as well as (poor)	 It would challenge Americans -- 	rich as well as poor	 -- to whine less and do more.
no	more X than Y	mysterious	high	high - low	more (?!low)(\b\w+) than (\bhigh)	 Government can help a bit through tax breaks for education -- but ultimately the cure for low working wages may be nothing 	more mysterious than high	 personal diligence.
no	X and Y	new	complex	new - old	(\bnew) and (?!old)(\b\w+)	 Dornan, raving about tax dollars being spent in what remains of the " Evil Empire, " seems lost in this 	new and complex	 world.
no	X and Y	short	sweet	long - short	(\bshort) and (?!long)(\b\w+)	 " The rest of the story is 	short and sweet	, @ @ @ @ @ @ @ @ @ @.
no	X and Y	tried	true	false - true	(?!false)(\b\w+) and (\btrue)	 Setting up dual programs -- both the Education Department (through direct lending) and private lenders (through the old system) would make loans to students -- is a 	tried and true	 method of maintaining efficiency.
no	X or Y	bad	evil	bad - good	(\bbad) or (?!good)(\b\w+)	 So it's impossible for me to think of him as a 	bad or evil	 man.
no	X or Y	bad	marginal	bad - good	(\bbad) or (?!good)(\b\w+)	 Teachers'unions, for example, have done real damage to the quality of American education by making it almost impossible to fire 	bad or marginal	 teachers.
no	X and Y	flourishing	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 No society can surely be 	flourishing and happy	 of which the far greater part of the members are poor and miserable.
no	X and Y	poor	miserable	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 No society can surely be flourishing and happy of which the far greater part of the members are 	poor and miserable	.
no	X and Y	long	thin	long - short	(\blong) and (?!short)(\b\w+)	 " It's 	long and thin	 and it's only got three-fingers.
no	X and Y	sad	confused	happy - sad	(\bsad) and (?!happy)(\b\w+)	 In pitiful cases, it can be a very 	sad and confused	 state of existence.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 Nor did the original discoverer of the debris, Mac Brazel, ever claim that he had seen extraterrestrial aliens, 	dead or alive	.
yes	X or Y	dead	alive	alive - dead	(dead) or (alive)	 If the women had collected disability benefits, they would be in the VA files, and I could at least find out if they were 	dead or alive	.
no	X and Y	large	handsome	large - small	(\blarge) and (?!small)(\b\w+)	 To accomplish this, I fill large and handsome containers with 	large and handsome	 plants.
no	X or Y	right	left	right - wrong	(\bright) or (?!wrong)(\b\w+)	 He nabbed a few with pollen, which the right- and left-handed flowers deposited on the moth's 	right or left	 eye.
no	X and Y	long	glittering	long - short	(\blong) and (?!short)(\b\w+)	 The foliage is heavily spiked, and the bantam-blue cones are ruffed with 	long and glittering	 spines.
no	X and Y	new	raw	new - old	(\bnew) and (?!old)(\b\w+)	 At the time, the garden was very 	new and raw	, the winter had been the worst in a century, and my feelings were distinctly mixed.
no	X and Y	large	striking	large - small	(\blarge) and (?!small)(\b\w+)	 Most have 	large and striking	 compound leaves, generally pinnate and frequently toothed.
yes	X and Y	wet	dry	dry - wet	(wet) and (dry)	 " To native regional plants he adds a range of plants that flourish in Both 	wet and dry	 tropical climates.
no	X or Y	light	sandy	heavy - light	(\blight) or (?!heavy)(\b\w+)	) The eyes should rest two to three inches below soil level, though a little more depth is beneficial in especially 	light or sandy	 soils.
no	X and Y	long	checkered	long - short	(\blong) and (?!short)(\b\w+)	 All three of these fragrances belong to the place; or more correctly, they belong to it now and have, intermittently, over its 	long and checkered	 life.
no	X and Y	thick	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Its enormous basal rosette could easily fill a bushel basket, and the long, woolly gray leaves are as 	thick and soft	 as velour.
no	X or Y	partial	light	heavy - light	(?!heavy)(\b\w+) or (\blight)	 Although these plants are more shapely and longer blooming in full sun, they will tolerate 	partial or light	 shade so long as excess supplemental water is avoided.
no	X and Y	long	tall	long - short	(\blong) and (?!short)(\b\w+)	 Bordered with flowers, fruits, and leaves, some of the mirrors are 	long and tall	, others round as the moon.
no	X and Y	dry	soilless	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Watering through a @ @ @ @ @ @ @ @ @ @ iris plants are nearly always shipped 	dry and soilless	.
no	X and Y	long	narrow	long - short	(\blong) and (?!short)(\b\w+)	 The property is 	long and narrow	 and slopes steeply down from front to back.
yes	X or Y	hot	cold	cold - hot	(hot) or (cold)	 I like them, 	hot or cold	, dressed simply with olive oil and a touch of balsamic vinegar.
no	X and Y	new	unfamiliar	new - old	(\bnew) and (?!old)(\b\w+)	 Often introductions of new plants @ @ @ @ @ @ @ @ @ @, reinforcing growers'reluctance to produce the 	new and unfamiliar	.
no	X and Y	small	daisylike	large - small	(\bsmall) and (?!large)(\b\w+)	 The flowers tend to be rather 	small and daisylike	, composite in shape, but nearly always clustered in tightly packed umbels or corymbs.
no	X or Y	right	necessary	right - wrong	(\bright) or (?!wrong)(\b\w+)	 Courage, also called fortitude, gives one the capacity to do what is 	right or necessary	, even in the face of adversity.
yes	X and Y	true	false	false - true	(true) and (false)	 Choices instill values -- right and wrong, good and evil, 	true and false	, wise and foolish -- into an otherwise sterile sequence of events.
no	X and Y	hard	honest	hard - soft	(\bhard) and (?!soft)(\b\w+)	 If results are the measure, he is the best who ever was at what he does, but he attained that height through 	hard and honest	 work, not through inheritance or blind chance.
no	X and Y	old	loyal	new - old	(\bold) and (?!new)(\b\w+)	 Always ready to use the latest instruments of technology @ @ @ @ @ @ @ @ @ @, he nevertheless insists that his most valuable asset has been a circle of 	old and loyal	 friends.
no	X and Y	hard	humbling	hard - soft	(\bhard) and (?!soft)(\b\w+)	 After years of earning a living and paying one's way, it was 	hard and humbling	 to appeal suddenly to family, friends, and churches for ongoing financial support.
yes	X and Y	public	private	private - public	(public) and (private)	 At the National Conference of State Legislatures convention in Milwaukee in July, Harvard University researchers reported the results of a two-year study of nine 	public and private	 choice plans.
no	neither X nor Y	feasible	good	bad - good	neither (?!bad)(\b\w+) nor (\bgood)	 Or, " if a group gets down to 25 speakers or fewer, continuing the complete program is 	neither feasible nor good	 stewardship, " Howlett said.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 " Instead, TBN " partners " are bombarded with requests to send a " love gift, 	big or small	 " in order to receive a video of some Christian singer or minister.
no	X and Y	active	imaginative	active - passive	(\bactive) and (?!passive)(\b\w+)	 In realizing that one could not take all memory-claims at face value, Freud effectively discovered that the mind is 	active and imaginative	 in the organization of its own experience.
no	X and Y	active	imaginative	active - passive	(\bactive) and (?!passive)(\b\w+)	 Once we realize that the human mind is everywhere 	active and imaginative	, then we need to understand the routes of this activity if we are to grasp how the mind works.
no	X and Y	inviting	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 peacekeepers patrolling the long Federation-Republika Srpska border will be 	inviting and easy	 targets for terrorist retribution.
no	X and Y	subtle	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 But the incentive to risk select would remain huge and the means often 	subtle and difficult	 to regulate.
no	X and Y	difficult	technical	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 And because studying the details of what health care to provide is so 	difficult and technical	, only special interests are likely to incur the high costs of analyzing and expressing views about such details.
no	X and Y	class	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 In some urban communities this amounts to life under a virtual police state for many law-abiding working-	class and poor	 black Americans.
no	X and Y	stark	public	private - public	(?!private)(\b\w+) and (\bpublic)	 Even if the Amendment has merely symbolic rather than practical effects, the symbolism is a 	stark and public	 insult to the dignity and equality of homosexual citizens.
no	X or Y	right	necessary	right - wrong	(\bright) or (?!wrong)(\b\w+)	 But it is never 	right or necessary	 to minimize the value of the lives involved or the sacrifice incurred in letting them go.
no	X and Y	poor	homeless	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 In fact the only real resemblance is that rulers in the Hellenistic period were even less concerned with the plight of the 	poor and homeless	 than you are today.
no	X and Y	rich	successful	poor - rich	(\brich) and (?!poor)(\b\w+)	, 	rich and successful	 conservatives) to hell in the proverbial handbasket.
no	X and Y	brutish	short	long - short	(?!long)(\b\w+) and (\bshort)	 was nasty, 	brutish and short	 in a way that would have made even Hobbes blink.
no	X or Y	difficult	impossible	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 Advocates sought to end the " preexisting condition exclusions " that make it 	difficult or impossible	 for a person with a severe disability to get health care coverage.
no	X and Y	slow	tedious	fast - slow	(\bslow) and (?!fast)(\b\w+)	 After he became injured, learning to shoot again was 	slow and tedious	.
no	X and Y	federal	private	private - public	(?!public)(\b\w+) and (\bprivate)	 A severe cash crunch would occur in most of the schools of sociology or public health if the 	federal and private	 funding for studying disability were to disappear.
no	X and Y	heavy	unwieldy	heavy - light	(\bheavy) and (?!light)(\b\w+)	 As first-time parents, it did n't take us long to discover that most baby products on the market are 	heavy and unwieldy	 even before you put the baby in them.
no	X and Y	passive	curious	active - passive	(\bpassive) and (?!active)(\b\w+)	 Both 	passive and curious	, they exchange looks with huge gentle eyes, which measure ten inches across.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 It's not a question of whether it's 	good or bad	, but it is absolutely from here!
no	X and Y	wild	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 Though roughly the same area as Texas, three climatic zones dissect the country: the arid north, the Mediterranean-like fertile heartland, and the 	wild and wet	 southern archipelagoes that end at Cape Horn.
no	X and Y	happy	jokey	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 About how 	happy and jokey	 a kid Andrew is, and about the grind of trying to get organized hockey to pay attention to what was done to him.
no	X and Y	small	neat	large - small	(\bsmall) and (?!large)(\b\w+)	 Downtown Plymouth is as 	small and neat	 as a hatbox, with gift shops and bookstores and a restored Art Deco movie theater.
no	X and Y	hot	airless	cold - hot	(\bhot) and (?!cold)(\b\w+)	 In the 	hot and airless	 dormitory at Western Maryland College, where the Colts set up training camp each summer, the players kept the doors and windows open in their rooms.
no	X and Y	fast	free	fast - slow	(\bfast) and (?!slow)(\b\w+)	 They were floating 	fast and free	 at 27,000 feet when one of Virgin Atlantic's 747s, bearing their family and friends, began circling overhead.
no	X and Y	bumpy	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 " The ride up the river was 	bumpy and cold	, and after a short while Ron held his son closely to keep him warm.
yes	X and Y	hard	soft	hard - soft	(hard) and (soft)	 The drag washers underneath are alternately 	hard and soft	, with the hard washers keyed to the spool and the shaft to create the braking resistance.
no	X and Y	wet	cold	dry - wet	(\bwet) and (?!dry)(\b\w+)	 Ten 	wet and cold	 hours later, the pair walked into base camp.
no	X and Y	uprooted	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Three-foot tussock clumps were 	uprooted and small	 trees were snapped in two.
no	X and Y	long	uncertain	long - short	(\blong) and (?!short)(\b\w+)	 Rada had advised us that getting import licenses for our rifles would mean 	long and uncertain	 conversations with the Peruvian bureancracy.
yes	X and Y	large	small	large - small	(large) and (small)	 They suggest 	large and small	 triumphs of nature.
no	X or Y	difficult	impossible	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 This makes access by hunters either very 	difficult or impossible	.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 Amplitude drops off sharply with distance, so we use clues like loudness and differences in volume between the 	left and right	 ear to locate the source of a sound.
no	X and Y	cold	snowy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 1) Check weather conditions: " In some areas, especially in the mountains, the weather may be sunny and warm at the beginning of the day but be 	cold and snowy	 by nightfall.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Steel gusset plates and lag bolts make on-site assembly 	quick and easy	.
no	X and Y	haphazard	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Jointing them at corners and row-upon-row can be 	haphazard and difficult	, and some type of caulk or filler, called " chinking, " is needed to plug the gaps that result.
no	X and Y	small	smooth	large - small	(\bsmall) and (?!large)(\b\w+)	 Partial refilling of a spool entails connecting new line to the old line with a line-to-line knot that is 	small and smooth	 (I recommend the Uni Knot).
no	X or Y	fast	broken	fast - slow	(\bfast) or (?!slow)(\b\w+)	 The bushy, buoyant wing makes it a natural for 	fast or broken	 water; on flatter water, you can trim the hackle flush with the bottom of the body to put the fly right on the surface.
no	X and Y	warm	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 Emergency-room doctors like my brother, Kevin, are taught that a cold-water drowning victim is never dead until he is 	warm and dead	.
yes	X or Y	large	small	large - small	(large) or (small)	 Photograph // On water 	large or small	, the lipless crankbait has a reputation for quantity over quality, but it is a mistake to assume that large bass will not intercept a random cast.
no	X and Y	long	tedious	long - short	(\blong) and (?!short)(\b\w+)	 A 	long and tedious	 treatment with antibiotics followed.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 Practice " crooked casts " -the reach and puddle as well as 	left and right	 curves-and use them to neutralize the tug of currents on the fly.
no	X, not Y	good	great	bad - good	(\bgood), not (?!bad)(\b\w+)	458 Winchester, and you can get a second barrel in a @ @ @ @ @ @ @ @ @ @ Dakotas shot 	good, not great	, but the latest one I tried, a.
yes	neither X nor Y	good	bad	bad - good	neither (good) nor (bad)	 As she carefully points out, this is a neutral finding, 	neither good nor bad	 in terms of women's struggle for equality.
no	both X and Y	public	personal	private - public	both (\bpublic) and (?!private)(\b\w+)	 I have @ @ @ @ @ @ @ @ @ @ on issues 	both public and personal	.
no	X and Y	dark	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 The church was 	dark and cold	, and almost empty.
yes	X rather than Y	active	passive	active - passive	(active) rather than (passive)	 Self-advocacy means being 	active rather than passive	.
no	X and Y	hard	fast	hard - soft	(\bhard) and (?!soft)(\b\w+)	 While there are no 	hard and fast	 guidelines for how much isoflavone is needed to reap all the health benefits, available data suggest doses of between 60 and 90 milligrams per day.
no	X and Y	poor	conservative	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 In Bangladesh, a 	poor and conservative	 Islamic country, marriage -- usually arranged -- means economic survival for many women.
no	X and Y	long	expensive	long - short	(\blong) and (?!short)(\b\w+)	 Many are forced to give up school and work, and the recovery is 	long and expensive	.
yes	between X and Y	drunk	sober	drunk - sober	between (drunk) and (sober)	 Halfway 	between drunk and sober	, she leaned against the door frame for support with her arms hidden behind her, as if half her appendages were missing.
no	X and Y	Slow	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 	Slow and easy	, with half the toes on one bare foot she kicked at the door, which was steadily creeping forward toward its latch because of the way things stood.
no	between X and Y	wealthy	poor	poor - rich	between (?!rich)(\b\w+) and (\bpoor)	 While the number of schools connected continues to increase, the numbers are still low and significant differences 	between wealthy and poor	 school districts remain.
no	X and Y	low	significant	high - low	(\blow) and (?!high)(\b\w+)	 While the number of schools connected continues to increase, the numbers are still 	low and significant	 differences between wealthy and poor school districts remain.
yes	from X to Y	low	high	high - low	from (low) to (high)	 Now Panasonic's new microwave ovens use an inverter to create a constant level of microwave output, ranging 	from low to high	.
no	X and Y	low	medium	high - low	(\blow) and (?!high)(\b\w+)	 For 	low and medium	 power, these ovens cycle that high power on and off.
no	X and Y	right	left	right - wrong	(\bright) and (?!wrong)(\b\w+)	 An infrared transmitter (below) delivers separate signals to the 10ounce headphone's 	right and left	 speakers.
no	X and Y	new	improved	new - old	(\bnew) and (?!old)(\b\w+)	 But whether even the 	new and improved	 software survives in the Internet era remains to be seen.
no	X and Y	bulky	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 To understand why space suits are 	bulky and heavy	, consider the difficulties of shielding fragile human life in the harshness of space.
no	X or Y	old	damaged	new - old	(\bold) or (?!new)(\b\w+)	 And that is the paradox of telomerase: While it may have the power to rejuvenate 	old or damaged	 cells, it may also promote the uncontrolled growth of cancer cells.
yes	from X to Y	low	high	high - low	from (low) to (high)	 The trip 	from low to high	 Earth orbit takes about six months.
no	X and Y	expensive	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 That means NASA no longer faces the 	expensive and difficult	 challenge of designing an entirely new launch vehicle.
no	X or Y	expensive	difficult	difficult - easy	(?!easy)(\b\w+) or (\bdifficult)	 Unfortunately, GPS receivers aimed at keeping ordinary consumers from getting lost have generall- been too 	expensive or difficult	 to use.
no	X or Y	urban	suburban	rural - urban	(\burban) or (?!rural)(\b\w+)	 Because the market for rural property is much more uncertain than it is for 	urban or suburban	 homes, lenders are often hesitant to make loans in rural areas.
no	X and Y	sad	pointless	happy - sad	(\bsad) and (?!happy)(\b\w+)	 I am confident @ @ @ @ @ @ @ @ @ @ on oil spills, pipeline leaks and wars over oil rights as a 	sad and pointless	 part of our history.
no	X and Y	long	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 I think the reason we never grew melons when I was a kid was that Pennsylvania summers just are n't as 	long and hot	 as Midwestern summers.
no	X or Y	long	thin	long - short	(\blong) or (?!short)(\b\w+)	 There are seedy and seedless varieties, and melons shaped round, oval, 	long or thin	.
yes	X and Y	rural	urban	rural - urban	(rural) and (urban)	 That said, nationwide deregulation will open 	rural and urban	 electric utility markets and technology will continue to advance and test the limits of PV potential.
no	X and Y	low	economic	high - low	(\blow) and (?!high)(\b\w+)	 Inflation is still 	low and economic	 productivity is high.
no	X and Y	psychological	public	private - public	(?!private)(\b\w+) and (\bpublic)	 " I thought it could hardly get any worse from a 	psychological and public	 relations standpoint.
no	X and Y	cautious	pessimistic	optimistic - pessimistic	(?!optimistic)(\b\w+) and (\bpessimistic)	 They get too 	cautious and pessimistic	 when they have big losses.
no	X and Y	careless	optimistic	optimistic - pessimistic	(?!pessimistic)(\b\w+) and (\boptimistic)	 " They get excessively 	careless and optimistic	 when they have big profits.
no	X and Y	new	used	new - old	(\bnew) and (?!old)(\b\w+)	 What's keeping prices down is an oversupply of 	new and used	 cars.
no	X and Y	size	large	large - small	(?!small)(\b\w+) and (\blarge)	, the boom in notebook-PC sales has meant repair headaches for both medium-	size and large	 organizations, which spent over $700 million in repair and replacement costs on laptops last year.
no	X or Y	old	younger	new - old	(\bold) or (?!new)(\b\w+)	 If you are 45 years 	old or younger	, you can keep some 85% to 100% of your long-term investments in equities, financial pros say.
no	X and Y	wet	dreary	dry - wet	(\bwet) and (?!dry)(\b\w+)	 Dawn was 	wet and dreary	 and it took him a full hour to find dry wood and leaves and get a decent fire going-all the time castigating himself.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 // ing a lure, the Scouts got a first-hand example of the sea's 	good and bad	.
no	X and Y	dead	wounded	alive - dead	(\bdead) and (?!alive)(\b\w+)	 The blood of the 	dead and wounded	 stained its surface red.
no	X and Y	fun	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 " I tell them that it's 	fun and good	 exercise to run around in the woods.
yes	from X to Y	low	high	high - low	from (low) to (high)	 Much later in the day, the Scouts hear this detailed explanation:When the Pacific Ocean goes 	from low to high	 tide, it pushes water into the Columbia.
no	X and Y	hard	true	hard - soft	(\bhard) and (?!soft)(\b\w+)	 So he paddles 	hard and true	, @ @ @ @ @ @ @ @ @ @ Island, still several hundred yards away.
no	X and Y	dry	sandy	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Thus, the 	dry and sandy	 spot where they left the kayaks became neither.
no	X and Y	long	narrow	long - short	(\blong) and (?!short)(\b\w+)	 Wings and tail are 	long and narrow	 and curve but do n't bend back.
no	X and Y	right	left	right - wrong	(\bright) and (?!wrong)(\b\w+)	 Because 	right and left	 tracks are mirror images of each other, you need to make only one template.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 To make 	left and right	 tracks, simply flip the cardboard over to trace the second @ @ @ @ @ @ @ @ @ @ right tracks onto the wood, cut them out with the coping saw.
no	X and Y	warm	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Another part felt 	warm and happy	 for the first time since Ma's passing.
no	X and Y	soft	gentle	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The snow, so 	soft and gentle	, was as unforgiving as quicksand.
no	X and Y	cold	clear	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Daylight was breaking 	cold and clear	 as promised.
no	X and Y	cold	gray	cold - hot	(\bcold) and (?!hot)(\b\w+)	 // Winter was 	cold and gray	 and damp.
no	X and Y	quick	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 And the bouquets, " beautiful if temporary reminders of the occasion @ @ @ @ @ @ @ @ @ @ or gather friends to help, you'll find them 	quick and easy	 to put together.
no	X and Y	long	narrow	long - short	(\blong) and (?!short)(\b\w+)	 Radicchio di Trevisio leaves are 	long and narrow	.
yes	X and Y	cold	hot	cold - hot	(cold) and (hot)	 Some nondairy mills are acceptable on 	cold and hot	 cereals-rice-, oat-, and almond-based milks in particular.
no	X or Y	warm	cold	cold - hot	(?!hot)(\b\w+) or (\bcold)	 Serve 	warm or cold	.
no	X or Y	hot	cool	cold - hot	(\bhot) or (?!cold)(\b\w+)	 Use 	hot or cool	.
no	X and Y	high	close	high - low	(\bhigh) and (?!low)(\b\w+)	 If using a gas barbecue, turn heat to 	high and close	 lid for 10 minutes.
yes	X and Y	new	old	new - old	(new) and (old)	 A successful addition skillfully integrates 	new and old	 into a unified whole and achieves your space objectives without burdening the neighbors.
no	X or Y	hot	warm	cold - hot	(\bhot) or (?!cold)(\b\w+)	 Serve potatoes 	hot or warm	 with tarragon aioli.
no	X and Y	long	colorful	long - short	(\blong) and (?!short)(\b\w+)	 Just down the street, Kiskadden Barn and Blacksmith, the " vigilante barn, " has a solid place in Virginia City's 	long and colorful	 history.
no	X and Y	low	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Emily Carr described a Vancouver winter in her journal in 1935: " Everything broods today, the sky 	low and heavy	.
no	X or Y	hot	warm	cold - hot	(\bhot) or (?!cold)(\b\w+)	 Cut the tart into wedges and serve 	hot or warm	.
yes	X or Y	long	short	long - short	(long) or (short)	 The beans that Po-Po grew, as well as many others that are equally colorful and tasty, are readily available in farmers'markets and well-stocked supermarkets: 	long or short	, thin or wide, rounded or flat.
no	X or Y	hot	cool	cold - hot	(\bhot) or (?!cold)(\b\w+)	 Pour dressing over 1 pound 	hot or cool	 cooked fresh beans (recipe at left; see notes) and mix.
no	X and Y	new	interesting	new - old	(\bnew) and (?!old)(\b\w+)	 thinking that I should present to the public entirely 	new and interesting	 things.
no	from X to Y	rural	industrial	rural - urban	from (\brural) to (?!urban)(\b\w+)	 Rejecting the picturesque attractions of folk art and natural landscape that fascinated Kuniyoshi, Hirsch often painted scenes that capture the region's uneasy transition 	from rural to industrial	 life.
no	X and Y	green	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 cupboard or buffet, with shelves fancifully shaped out and their edges painted in different colours, such as 	green and light	 blue, and even tipped with gold.
yes	X and Y	old	new	new - old	(old) and (new)	 Instead, different designs were made concurrently and 	old and new	 overlapped.
no	X and Y	private	commercial	private - public	(\bprivate) and (?!public)(\b\w+)	1 The firm produced interiors for 	private and commercial	 clients both here and abroad, but since only a few objects are clearly marked, identifying its furniture is dificult.
no	X and Y	unique	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 " " 7 The book states that the photographic gallery " is an 	unique and happy	 conception of Pottier, Stymus &; Co.
no	X and Y	private	commercial	private - public	(\bprivate) and (?!public)(\b\w+)	 Gillows had a wide range of 	private and commercial	 customers in Britain, the West Indies, and Europe, and the company was unique among British furniture makers in having easy access to two portsLondon and Lancaster.
no	X and Y	poorer	urban	rural - urban	(?!rural)(\b\w+) and (\burban)	 Just last year the ritzy area had toyed with the idea of changing its name to South Mountain Village because it believed that the 	poorer and urban	 Orange and East Orange residents were bringing it down.
no	X and Y	poor	homeless	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 president and chief executive officer; and Mother Mary Ann Wright, founder, The Mary Ann Wright Foundation in California, which feeds and provides other social services to the 	poor and homeless	.
