class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	high	mighty	high - low	(\bhigh) and (?!low)(\b\w+)	 Big, bad Chuck Jefferson, 	high and mighty	 because his wife made him sock away some extra minerals way back when.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 They had plenty of air, 	hot and cold	 water, more than enough electricity, and sufficient food for another week.
no	X and Y	hot	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 We burned 	hot and hard	 to get here.
no	X and Y	hot	muggy	cold - hot	(\bhot) and (?!cold)(\b\w+)	 In Indiana another raccoon, a gray @ @ @ @ @ @ @ @ @ @ driveway at the house of a friend outside South Bend, it is evening, 	hot and muggy	.
no	X and Y	soft	cottony	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 It was a gingerbread bungalow, plopped in a sea of bright grass, the blades 	soft and cottony	, @ @ @ @ @ @ @ @ @ @ a service that mows it, " Fanny said.
no	X and Y	alive	happy	alive - dead	(\balive) and (?!dead)(\b\w+)	 I'd dreamed of Rolf, and had trailed him to where my mother was, where she surely must be: in some other universe, 	alive and happy	, with him.
no	X and Y	empty	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 I watched her give and give during those years until she was 	empty and sad	.
yes	X and Y	hot	cold	cold - hot	(hot) and (cold)	 @ @ @ @ @ @ @ @ @ @ anything about 	hot and cold	.
no	X and Y	good	decent	bad - good	(\bgood) and (?!bad)(\b\w+)	 But there was also fear: Baron Death had spent the last thirty years waging constant war on the combined forces of everything that was 	good and decent	.
no	X or Y	large	energetic	large - small	(\blarge) or (?!small)(\b\w+)	 They were, by all reports, a mangy lot, but none of them seemed 	large or energetic	 enough to menace a strong man like William Gordon.
no	X and Y	hard	smooth	hard - soft	(\bhard) and (?!soft)(\b\w+)	 " I know I'm in terrible danger, but the snake feels 	hard and smooth	.
no	X or Y	embarrassing	private	private - public	(?!public)(\b\w+) or (\bprivate)	 In high school, when I wanted to record something 	embarrassing or private	, I'd switch into German.
no	X and Y	pink	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 The eastern sky had gone 	pink and soft	 gray as I followed the wash down across the east pasture.
no	X and Y	soft	pudgy	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 He was small, kind of 	soft and pudgy	, with a round sweating face and black hair that Mom would have wanted to @ @ @ @ @ @ @ @ @ @ " I'm sorry, Sheriff.
no	X and Y	empty	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 " Her voice sounded 	empty and cold	.
no	X and Y	cold	clear	cold - hot	(\bcold) and (?!hot)(\b\w+)	 The day was still 	cold and clear	.
no	X or Y	good	evil	bad - good	(\bgood) or (?!bad)(\b\w+)	 They mark with sharp and moral eye phenomena that pass them by And classify as 	good or evil	 mammoth whale or tiny weevil.
no	X and Y	long	wasted	long - short	(\blong) and (?!short)(\b\w+)	 The man was 	long and wasted	 and shaggy.
no	X and Y	sober	reassuring	drunk - sober	(\bsober) and (?!drunk)(\b\w+)	 " He paused to chuckle at his own wit for a minute, dryly, then turned 	sober and reassuring	.
no	X and Y	shiny	small	large - small	(?!large)(\b\w+) and (\bsmall)	 His eyes were 	shiny and small	, @ @ @ @ @ @ @ @ @ @ now, " I said.
no	X and Y	cold	windy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 It was 	cold and windy	.
no	X and Y	sexy	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 They wore jeans and long shirts and a lot of loose, shiny bracelets, and they looked 	sexy and good	 in a frumpy way, but I said, " I'm not up for it, man.
no	X and Y	short	full	long - short	(\bshort) and (?!long)(\b\w+)	 It was 	short and full	 of cross-outs, but in it she said she'd liked his book and was sending along some novel she thought he would enjoy.
no	X and Y	rich	relentless	poor - rich	(\brich) and (?!poor)(\b\w+)	 Everything else, from the banks of the river to the top of the canopy, was a 	rich and relentless	 green.
no	X and Y	small	black	large - small	(\bsmall) and (?!large)(\b\w+)	 " She was 	small and black	 and sexy, stuffing her bag in the overhead bin above me and pulling her skirt down, adjusting her thirty or forty gold rings.
no	X and Y	hot	thirsty	cold - hot	(\bhot) and (?!cold)(\b\w+)	 When she approached, she discovered that it was actually a pyramid and so large that once she had walked around it she was terribly tired, 	hot and thirsty	.
no	X and Y	genuine	true	false - true	(?!false)(\b\w+) and (\btrue)	 Um @ @ @ @ @ @ @ @ @ @ angel too-that they're 	genuine and true	 and walking around beside us.
no	neither X nor Y	happy	disappointed	happy - sad	neither (\bhappy) nor (?!sad)(\b\w+)	 He seems 	neither happy nor disappointed	 about it.
no	X and Y	alive	merry	alive - dead	(\balive) and (?!dead)(\b\w+)	 He grinned, his pale eyes 	alive and merry	 under shaggy gray eyebrows.
no	X and Y	active	varied	active - passive	(\bactive) and (?!passive)(\b\w+)	 This @ @ @ @ @ @ @ @ @ @ 	active and varied	 life.
no	X and Y	high	narrow	high - low	(\bhigh) and (?!low)(\b\w+)	 There was the bed, 	high and narrow	, with a white spread designed and sewn into the crinkled and scalloped pattern of a Venetian curtain so that it could never be smoothed, nor would it appear wrinkled.
no	X and Y	dry	stagnant	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Their eyes are 	dry and stagnant	.
no	X and Y	round	short	long - short	(?!long)(\b\w+) and (\bshort)	 She finally appears around the corner, a 	round and short	 woman with a brisk walk.
no	X and Y	new	fresh	new - old	(\bnew) and (?!old)(\b\w+)	 Memories that for some reason feel 	new and fresh	 and yet as old as the fractured road beneath his feet.
no	X and Y	long	circuitous	long - short	(\blong) and (?!short)(\b\w+)	) He had left the family's hereditary stomping grounds in Central Africa and, after a 	long and circuitous	 peregrination, found himself in Mrs.
no	X and Y	big	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 " But, buildings being 	big and heavy	, how could I carry one around with me?
no	X and Y	hot	promising	cold - hot	(\bhot) and (?!cold)(\b\w+)	 " He poured and mixed deftly as he spoke, presenting Rokey with a 	hot and promising	 mug of wild coffee.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 They had saved the first Swinbrok, and he and his family had saved their race, and they had grown 	rich and powerful	 in their own right as a result.
no	X and Y	long	narrow	long - short	(\blong) and (?!short)(\b\w+)	 The craft itself was 	long and narrow	, intricately carved, but still a glorified log.
no	X and Y	large	old	large - small	(\blarge) and (?!small)(\b\w+)	 I am too 	large and old	 now to climb down from my altar.
no	X and Y	slow	thick	fast - slow	(\bslow) and (?!fast)(\b\w+)	 " The Bodoite's voice in Rokey's suit radio was 	slow and thick	 but precisely spoken.
no	X and Y	large	uneasy	large - small	(\blarge) and (?!small)(\b\w+)	 The water roiled and splashed in the shallows near the dam, as if something 	large and uneasy	 wallowed just beneath.
no	X and Y	happy	hungry	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Lienor left the Shrine 	happy and hungry	 -- virtual feasts never filled you up.
no	X and Y	difficult	dangerous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 " Actually it sounded 	difficult and dangerous	, but Llenor saw no percentage in saying so.
no	X and Y	cold	furious	cold - hot	(\bcold) and (?!hot)(\b\w+)	 " She gives me such a look of 	cold and furious	 surprise that I sink immediately into the front seat, lean back against the vinyl.
no	X and Y	new	wonderful	new - old	(\bnew) and (?!old)(\b\w+)	 Something 	new and wonderful	.
no	X and Y	soft	warm	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 But its skin was 	soft and warm	.
no	X and Y	cold	scaly	cold - hot	(\bcold) and (?!hot)(\b\w+)	 I was afraid it would feel 	cold and scaly	.
no	X and Y	drunk	foolish	drunk - sober	(\bdrunk) and (?!sober)(\b\w+)	 " Eejits, " Siobhan said, as if she were commenting on the behavior of some other 	drunk and foolish	 couple.
no	X and Y	hot	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 Water dripped steadily from the thick leaves and branches, keeping him 	hot and wet	.
no	X and Y	awkward	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 The bat-thing fluttered off, 	awkward and slow	 now, and Mason looked at his arm in the dim blue light.
no	X and Y	long	piercing	long - short	(\blong) and (?!short)(\b\w+)	 From the trees came the loud chatter of monkeys and the droning buzz of insects; a bird cawed, 	long and piercing	.
no	X and Y	soft	gentle	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 No one wants someone to have diabetes, " Mom says, all 	soft and gentle	.
no	X and Y	well	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 The record saves the performance, which is all 	well and good	, but the score saves the music.
no	X and Y	drunk	crazy	drunk - sober	(\bdrunk) and (?!sober)(\b\w+)	 " Her voice sounded 	drunk and crazy	 and strained.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 And whenever he'd think that something 	good or bad	 had happened to him, he'd go into his sun room and sit and look at the grill of the Caddy.
yes	X or Y	drunk	sober	drunk - sober	(drunk) or (sober)	 She says unless old Joe's drunk he has no sexual interests at all and in fact 	drunk or sober	 has had no nodding acquaintance with an erection in, lo, these last seven or eight years.
no	X and Y	old	decrepit	new - old	(\bold) and (?!new)(\b\w+)	 So he actually kept the beast because it was 	old and decrepit	 and because it spoke to him, in an unmistakably clear, green voice, about an important wisdom.
no	X and Y	fast	sly	fast - slow	(\bfast) and (?!slow)(\b\w+)	 Rats are 	fast and sly	.
no	X and Y	wet	cold	dry - wet	(\bwet) and (?!dry)(\b\w+)	 I was wearing Stevie's jacket but I was shivering and 	wet and cold	 and scared, because Stevie and the draft horse were going to die, since everything in this country must.
no	X and Y	cold	scared	cold - hot	(\bcold) and (?!hot)(\b\w+)	 I was wearing Stevie's jacket but I was shivering and wet and 	cold and scared	, because Stevie and the draft horse were going to die, since everything in this country must.
no	X and Y	scared	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Father held me very tight with the curtain wrapped around me, and he seemed 	scared and small	 and trembly.
no	X and Y	slow	scared	fast - slow	(\bslow) and (?!fast)(\b\w+)	 Father moved 	slow and scared	, like someone traveling deep in snow except there was no snow, just flood, and Father was frightened of water, always frightened.
no	X and Y	fat	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 The sick duck a neighbor had dropped off looked 	fat and happy	 @ @ @ @ @ @ @ @ @ @ to a specific form, although there were exceptions.
no	X and Y	happy	proud	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 I'm very 	happy and proud	 that Charles loves me.
no	X and Y	cool	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 " When she pressed her fingers into Miranda's palm, her skin felt 	cool and dry	.
no	X and Y	light	delicate	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Her mother felt 	light and delicate	, like a bird.
no	X and Y	low	indistinct	high - low	(\blow) and (?!high)(\b\w+)	 It was 	low and indistinct	 at first, the hum of a generator, but it grew in pitch until Mark @ @ @ @ @ @ @ @ @ @ in the recovery bay began to pray.
no	X and Y	long	low	high - low	(?!high)(\b\w+) and (\blow)	 @ @ @ @ @ @ @ @ @ @ the way he moved, something elemental, 	long and low	 to the ground.
no	X and Y	small	wiry	large - small	(\bsmall) and (?!large)(\b\w+)	 But here was this woman, 	small and wiry	 like Mrs.
no	X and Y	sad	afraid	happy - sad	(\bsad) and (?!happy)(\b\w+)	 This reality makes me 	sad and afraid	.
yes	X and Y	large	small	large - small	(large) and (small)	 The prayers expanded to include all the zooids, 	large and small	, and the hapless singing-trees, and above all, all the participants in this terrible project that unfolded before them.
no	X and Y	bad	worse	bad - good	(\bbad) and (?!good)(\b\w+)	 " There's 	bad and worse	.
yes	X or Y	new	old	new - old	(new) or (old)	 The afternoon passed, with still no sign from the visitors, 	new or old	.
no	X and Y	long	thin	long - short	(\blong) and (?!short)(\b\w+)	 The front two of the free limbs were highly atrophied, and carried next to the head, while the other two were 	long and thin	, with equally thin digits at their ends.
no	X and Y	happy	busy	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 But the people who lived in Westside were 	happy and busy	 with festivals and picnics in the village park.
no	X or Y	dead	dying	alive - dead	(\bdead) or (?!alive)(\b\w+)	 Narrator: All around me, people were 	dead or dying	.
no	X and Y	old	timeworn	new - old	(\bold) and (?!new)(\b\w+)	 It is now 	old and timeworn	.
no	X and Y	low	grudging	high - low	(\blow) and (?!high)(\b\w+)	 " Her voice was 	low and grudging	 as if forced out of her.
no	X and Y	cold	silent	cold - hot	(\bcold) and (?!hot)(\b\w+)	 From the sky the rain settled lightly as always, until the stars emerged 	cold and silent	, and the red moon glowed.
no	X and Y	small	expensive	large - small	(\bsmall) and (?!large)(\b\w+)	 " They've never really cared for us; our colony is too 	small and expensive	.
no	from X to Y	good	unobjectionable	bad - good	from (\bgood) to (?!bad)(\b\w+)	 The rest of the cast ranged 	from good to unobjectionable	.
no	X and Y	new	unexpected	new - old	(\bnew) and (?!old)(\b\w+)	 " The courtroom was thrown into turmoil at this 	new and unexpected	 development.
no	X and Y	cold	hungry	cold - hot	(\bcold) and (?!hot)(\b\w+)	 No matter how 	cold and hungry	 they were, none of them was tempted to stop and rest.
no	X and Y	narrow	slow	fast - slow	(?!fast)(\b\w+) and (\bslow)	 This western channel of the river was 	narrow and slow	 moving.
no	X and Y	cold	hungry	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Exultant but still 	cold and hungry	, the trio walked to the door of a nearby house.
no	X and Y	soft	deep	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 " Holman has the most expressive voice I've ever heard, 	soft and deep	 and rich.
no	X and Y	deep	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 " Holman has the most expressive voice I've ever heard, soft and 	deep and rich	.
no	X and Y	good	mad	bad - good	(\bgood) and (?!bad)(\b\w+)	 I have to get her 	good and mad	 or she will sink into the sand here and fucking die.
no	X and Y	rich	full	poor - rich	(\brich) and (?!poor)(\b\w+)	 It is 	rich and full	 of life.
no	X and Y	new	subtle	new - old	(\bnew) and (?!old)(\b\w+)	 Instead, this animal merely stared at me with extraordinary eyes until I began to imagine that there really was some kind of 	new and subtle	 intelligence behind his gaze.
no	X and Y	old	aching	new - old	(\bold) and (?!new)(\b\w+)	 The warmth is a comfort for his 	old and aching	 bones.
no	X and Y	slow	uncertain	fast - slow	(\bslow) and (?!fast)(\b\w+)	 As he crosses the Sahara carpet, each step is 	slow and uncertain	.
no	X and Y	blocky	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 It lifted skyward, 	blocky and heavy	.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 Buster did n't try to look 	big or small	.
no	X or Y	high	drunk	drunk - sober	(?!sober)(\b\w+) or (\bdrunk)	 We do n't get 	high or drunk	 or anything.
no	X and Y	black	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Her hair was black and soft, and her skin was 	white and soft	, and her voice had slowed and gotten girlish with the effects of liquor and being romanced.
no	X and Y	slow	inefficient	fast - slow	(\bslow) and (?!fast)(\b\w+)	 For adults the lifeshaping was 	slow and inefficient	; thus, most Prokaryan colonies depended heavily on sentients.
no	X and Y	short	unpainted	long - short	(\bshort) and (?!long)(\b\w+)	 Her build was widehipped and sturdy, maybe even chunky, her hands large and capable looking, her nails 	short and unpainted	.
no	X and Y	large	capable	large - small	(\blarge) and (?!small)(\b\w+)	 Her build was widehipped and sturdy, maybe even chunky, her hands 	large and capable	 looking, her nails short and unpainted.
no	X and Y	small	stable	large - small	(\bsmall) and (?!large)(\b\w+)	 Their population remains quite 	small and stable	, with just under a thousand Guys alive at any time.
no	X and Y	new	fascinating	new - old	(\bnew) and (?!old)(\b\w+)	 " It is a 	new and fascinating	 idea.
no	X and Y	cold	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 She stood there, undecided whether to retreat through the 	cold and wet	 to her car.
no	X and Y	Warm	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 	Warm and cold	 airs collided in the sky above.
no	X and Y	large	complicated	large - small	(\blarge) and (?!small)(\b\w+)	 Feeling small and lonely in a 	large and complicated	 universe, the greenling suddenly asked, Do I have kindred?
no	X and Y	small	lonely	large - small	(\bsmall) and (?!large)(\b\w+)	 Feeling 	small and lonely	 in a large and complicated universe, the greenling suddenly asked, Do I have kindred?
no	X and Y	old	dirtied	new - old	(\bold) and (?!new)(\b\w+)	 It seemed like ages until it reached the white stuff, which looked so much like 	old and dirtied	 snow that hope took Jan's breath away.
no	X and Y	new	delightful	new - old	(\bnew) and (?!old)(\b\w+)	 This presently passed, and in its place, growing all day, wherever she went, came a 	new and delightful	 feeling of being the right size.
no	X and Y	loose	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Never in her life had a dog licked her fingers: How wet, how 	loose and soft	, like a chamois cloth, that tongue!
no	X and Y	long	bony	long - short	(\blong) and (?!short)(\b\w+)	 " He beamed and stroked his wrists, which were 	long and bony	 and matted with dark hair, like a chimpanzee's wrists.
no	X and Y	bright	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 The window stood open, the room was 	bright and cold	; Gina was not in it.
no	X and Y	cold	bitter	cold - hot	(\bcold) and (?!hot)(\b\w+)	 That was why she was so tired all the time, why she slept all day, and why she was so 	cold and bitter	.
no	X and Y	soft	pale	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The early morning light was 	soft and pale	, bathing the scene before him in a wash of pink and gray.
no	X and Y	cold	rainy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 Winter was dragging on; the weather was rotten, 	cold and rainy	.
no	X and Y	long	sharp	long - short	(\blong) and (?!short)(\b\w+)	 He could see the talons sticking out beneath the thick brown fluff of the legs, black and 	long and sharp	 as a cat's daws.
no	X and Y	black	long	long - short	(?!short)(\b\w+) and (\blong)	 He could see the talons sticking out beneath the thick brown fluff of the legs, 	black and long	 and sharp as a cat's daws.
no	X and Y	sudden	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 -and 	sudden and soft	 he had landed in this chair in this room in this night.
yes	X or Y	alive	dead	alive - dead	(alive) or (dead)	 What difference does it make if Beckett's 	alive or dead	?
no	X and Y	wide	high	high - low	(?!low)(\b\w+) and (\bhigh)	 There's only one doorway on the seventh floor-an impressive double door, 	wide and high	, with metal fittings like a barn door's.
no	X and Y	Young	old	new - old	(?!new)(\b\w+) and (\bold)	 	Young and old	.
no	X and Y	dry	lifeless	dry - wet	(\bdry) and (?!wet)(\b\w+)	 His voice sounded 	dry and lifeless	.
no	X and Y	cold	bubbly	cold - hot	(\bcold) and (?!hot)(\b\w+)	 The beer is 	cold and bubbly	 but not sweet, like soda.
no	X and Y	tired	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Lisa and I are 	tired and cold	 and getting hungry.
no	X and Y	new	green	new - old	(\bnew) and (?!old)(\b\w+)	 All along the charred timbers, all across that circle of ashy earth, blackberry bushes had sent runners, 	new and green	 as they twined around a brick or a length of wood.
no	X and Y	long	vanishing	long - short	(\blong) and (?!short)(\b\w+)	 I stood still, trying to warm myself in its 	long and vanishing	 rays.
no	X and Y	long	eloquent	long - short	(\blong) and (?!short)(\b\w+)	 " His sister Fanny and her husband, William Crowell, were his closest allies, @ @ @ @ @ @ @ @ @ @ Club as well, William wrote a 	long and eloquent	 affidavit on Eakins's behalf.
no	X and Y	large	comfortable	large - small	(\blarge) and (?!small)(\b\w+)	 She followed signs to Jardin de la Fontaine because that sounded like a refuge, and thus found herself outside the Hotel Imperator Concorde, which looked, and was, 	large and comfortable	.
no	X and Y	right	proper	right - wrong	(\bright) and (?!wrong)(\b\w+)	 It would only be 	right and proper	 @ @ @ @ @ @ @ @ @ @ But Amin was too busy, apparently.
no	X and Y	new	particular	new - old	(\bnew) and (?!old)(\b\w+)	 Then an alarm of a 	new and particular	 shrillness sounded from somewhere close by, intruding like a scream.
no	X and Y	sad	scornful	happy - sad	(\bsad) and (?!happy)(\b\w+)	 He looked at me, a slow, drunken film over his eyes, a 	sad and scornful	 look.
no	X and Y	long	narrow	long - short	(\blong) and (?!short)(\b\w+)	 The island was 	long and narrow	 with only this one main road.
no	X and Y	low	swampy	high - low	(\blow) and (?!high)(\b\w+)	 " The land on either side was 	low and swampy	 and filled with mangroves.
no	X and Y	short	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 	short and happy	, even though he was already a grown man, he was happy for a short time.
no	X and Y	grisly	old	new - old	(?!new)(\b\w+) and (\bold)	 A sense of dread fell over her, imagining her death ordinary, occurring in her sleep or when she had grown 	grisly and old	.
no	X and Y	old	wheezy	new - old	(\bold) and (?!new)(\b\w+)	 He was 	old and wheezy	, every breath scraped out seemed a struggle for him, and I thought about what would happen if he died while absolving someone; would that count?
no	X and Y	heavy	drippy	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Outside, moths circled the street lights, and the air was 	heavy and drippy	, something you want to wring out and throw away.
no	X and Y	slow	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 " My words felt 	slow and heavy	, like they were coming from somewhere far away.
no	X and Y	large	glassy	large - small	(\blarge) and (?!small)(\b\w+)	 Its eyes were 	large and glassy	 and desperate, as if it knew there was no escape.
no	X and Y	small	secret	large - small	(\bsmall) and (?!large)(\b\w+)	 As Luke released his father's fingers he felt a 	small and secret	 squeeze.
no	X and Y	inspiring	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 It is a very 	inspiring and difficult	 situation.
no	X and Y	angry	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 " He is 	angry and sad	 about his own circumstances, frustrated with Mickey's shortcomings, and proud when Mickey succeeds at even the simplest of tasks.
no	X and Y	happy	carefree	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 It is strange to relate, I know, but I felt 	happy and carefree	 just at hearing their voices.
no	X and Y	alive	unharmed	alive - dead	(\balive) and (?!dead)(\b\w+)	 This amount will be paid, and no questions asked, for the return, 	alive and unharmed	, of Beppo, the famous European-educated pig.
no	X and Y	dry	cracking	dry - wet	(\bdry) and (?!wet)(\b\w+)	 I pictured you passed out in the 	dry and cracking	 desert, no water no food no shade, and me not able to revive you.
no	X and Y	small	metallic	large - small	(\bsmall) and (?!large)(\b\w+)	 They are sorry to hear the jukebox turned off, and when your guitar chords, 	small and metallic	 at first, tumble into the room, they pay no attention.
yes	more X than Y	dead	alive	alive - dead	more (dead) than (alive)	 " Yes, " he said, " and that's why his business was worth 	more dead than alive	.
no	X and Y	heavy	dull	heavy - light	(\bheavy) and (?!light)(\b\w+)	 " he asked, his voice 	heavy and dull	.
no	X and Y	stupid	low	high - low	(?!high)(\b\w+) and (\blow)	 It's 	stupid and low	, @ @ @ @ @ @ @ @ @ @ " Marie knew that was true.
no	X and Y	young	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 She and Carl had been 	young and poor	 when the girls were born, and she'd taken minimum leave to have them, hire a sitter, and get back to work.
no	X and Y	soft	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 So no (I'll tell the inevitable inquiries, I do n't think @ @ @ @ @ @ @ @ @ @ in my torpedo tube, silence has frozen over Epsilon, settled 	soft and heavy	.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 I decide to tell them about the mix-up with Oates's 	left and right	 boots.
no	X and Y	low	distant	high - low	(\blow) and (?!high)(\b\w+)	 Black shapes of tent and ski poles, the sun 	low and distant	 across the sparkling ice.
no	X and Y	cold	clumsy	cold - hot	(\bcold) and (?!hot)(\b\w+)	 I'm sweating rivers but my hands are 	cold and clumsy	.
no	X and Y	old	shopworn	new - old	(\bold) and (?!new)(\b\w+)	 He nearly tripped over an elephant's-foot umbrella stand that held a dozen dusty umbrellas, some of them so 	old and shopworn	 that their fabric was like dusty lace.
no	X and Y	clean	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 The air is 	clean and cold	, and I can see so far.
no	X and Y	temporary	curable	permanent - temporary	(\btemporary) and (?!permanent)(\b\w+)	 I am not pleased @ @ @ @ @ @ @ @ @ @'s failure to understand the 	temporary and curable	 nature of my illness.
no	X and Y	hard	dry	hard - soft	(\bhard) and (?!soft)(\b\w+)	 She's giving him one of her looks again, 	hard and dry	 and as deadly as a bullet.
no	X and Y	hot	wild	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Just once more he wants to be inside her-	hot and wild	 and falling free.
no	X and Y	small	tight	large - small	(\bsmall) and (?!large)(\b\w+)	 " For an @ @ @ @ @ @ @ @ @ @ to heaven, which was 	small and tight	 and already closing fast on my tail.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 Since we do n't know what's normal for them, I ca n't say if that's 	good or bad	.
no	X and Y	hot	stagnant	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The air in the room felt heavy-	hot and stagnant	 despite blowers and conditioners.
no	X and Y	long	agonizing	long - short	(\blong) and (?!short)(\b\w+)	 Now, as he gazed out on this hellish landscape he realized he had spent those 	long and agonizing	 weeks aboard an alien ship, not on Earth.
no	X and Y	small	deadly	large - small	(\bsmall) and (?!large)(\b\w+)	 That was when I started thinking about bacteria and viruses, and anything else 	small and deadly	 that the aliens might have carried.
no	X and Y	terrible	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 What Consuelo did was 	terrible and wrong	.
no	X and Y	long	sharp	long - short	(\blong) and (?!short)(\b\w+)	 She noticed his fingernails were disgustingly 	long and sharp	.
no	X and Y	short	curly	long - short	(\bshort) and (?!long)(\b\w+)	 The girl in the picture had blonde hair, 	short and curly	.
no	X and Y	damp	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Tim's wide brown hat was so 	damp and heavy	 it refused to stay on his forehead.
no	X and Y	hard	dry	hard - soft	(\bhard) and (?!soft)(\b\w+)	 The new sound is 	hard and dry	.
no	X and Y	soft	pliant	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 How many times must you frown to wear a groove in something as 	soft and pliant	 as skin?
yes	X and Y	happy	sad	happy - sad	(happy) and (sad)	 Suddenly 	happy and sad	 at the same time, she brings her arm back and throws it, throws it just as far as she can.
no	X and Y	gray	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 Why explore when every place was 	gray and dead	?
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 A person knows only what a person knows, and time feels as 	big or small	 as it does according to how much space it takes up now, in a person's heart and mind.
no	X and Y	hungry	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 He was 	hungry and cold	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 For relief from both their 	good and bad	 fortune they made vulgar jokes-the same ones, over and over.
no	X and Y	long	laborious	long - short	(\blong) and (?!short)(\b\w+)	 He expected the process to be 	long and laborious	: going through census records and old voter lists, visiting government offices and the department of vital statistics, police records and files.
no	X and Y	heavy	tired	heavy - light	(\bheavy) and (?!light)(\b\w+)	 She grew 	heavy and tired	 from being on her feet long hours.
no	X and Y	low	conspiratorial	high - low	(\blow) and (?!high)(\b\w+)	 " He made his voice 	low and conspiratorial	.
no	X and Y	long	oval	long - short	(\blong) and (?!short)(\b\w+)	 His stepmother woke up after him, and she understood it to be her duty to impale him with the 	long and oval	 thermometer.
no	X and Y	soft	maternal	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Rohmer, is a 	soft and maternal	 woman who looks like Mrs.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 " It was not possible to tell if the artificial Negro were meant to be 	young or old	; he looked too miserable to be either.
yes	X and Y	large	small	large - small	(large) and (small)	 The bodies of rats 	large and small	 lie collapsed on the ground everywhere gray and brown and black like exploded sections from a huge tractor tire innertube.
no	X and Y	small	skinny	large - small	(\bsmall) and (?!large)(\b\w+)	 Though I was 	small and skinny	, I grew to realize that my place in life was to wear the secondhand tools of ignorance in the dirt behind home plate.
no	X and Y	long	godlike	long - short	(\blong) and (?!short)(\b\w+)	 They let their hair and beards grow 	long and godlike	 and kept Bibles with them in the dugout.
