class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	good	sincere	bad - good	(\bgood) and (?!bad)(\b\w+)	 But the contracts could be voided by the bankruptcy court if United management can show it made 	good and sincere	 attempts to negotiate with the unions on wage concessions and other matters, and those efforts were unsuccessful.
no	X and Y	long	medium	long - short	(\blong) and (?!short)(\b\w+)	 One tactic that helps his impersonations is the tendency of the director, Robert Hamer, to shoot mostly in 	long and medium	 shot, generally avoiding closeups that can be too carefully scrutinized.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 When I came off the yacht, there was a little bar and there was the artistic director, John Box, who's 	alive and well	, and I was about to tell him what had happened.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 " I mean, I know racism is 	alive and well	 in our country, but there are so many people who do n't subscribe to that train of thought.
no	X and Y	rich	wonderful	poor - rich	(\brich) and (?!poor)(\b\w+)	 In fact, an argument can be made that we should be even more discriminating, given the 	rich and wonderful	 canon of tunes commemorating centuries of Yuletide cheer.
no	X and Y	huge	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 His hands are 	huge and soft	.
no	X or Y	sad	moody	happy - sad	(\bsad) or (?!happy)(\b\w+)	 Everyone can become 	sad or moody	 from time to time.
no	X or Y	illegal	wrong	right - wrong	(?!right)(\b\w+) or (\bwrong)	 Neither person threatened to hurt anyone, and it was not 	illegal or wrong	 to have a knife in a car or lunch box.
no	X and Y	rural	natural	rural - urban	(\brural) and (?!urban)(\b\w+)	 Many smaller communities and vast expanses of the 	rural and natural	 American landscape are now inaccessible to people who simply want to live like human beings.
yes	X and Y	public	private	private - public	(public) and (private)	 Because if the bill passes the state Senate and is signed by the governor, every theater - 	public and private	 - will be forced to address the issue head-on.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 First, announce that the war on terror is a war on bin Laden and al-Qaeda, both of which are 	alive and well	.
no	X and Y	salient	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 Thomas attempted to answer these 	salient and difficult	 questions.
yes	X and Y	large	small	large - small	(large) and (small)	 This organization of 1,700 color and design professionals meets twice a year to decide what shades and hues you'll soon find on your clothes, cars, luggage, sports equipment and appliances 	large and small	.
yes	X and Y	masculine	feminine	feminine - masculine	(masculine) and (feminine)	 And it was a color that could go either way and reflect both a 	masculine and feminine	 influence.
no	X and Y	old	outdated	new - old	(\bold) and (?!new)(\b\w+)	 The buildings at Rocky Flats are 	old and outdated	.
no	X and Y	legal	public	private - public	(?!private)(\b\w+) and (\bpublic)	 The DHS will also support, through financial, 	legal and public	 relations means, practices that reduce violence in families, schools and places of work.
no	X and Y	large	diverse	large - small	(\blarge) and (?!small)(\b\w+)	 There will be a 	large and diverse	 group of advisers who do not depend on government employment or grants and are community elders.
no	X or Y	wrong	illegal	right - wrong	(\bwrong) or (?!right)(\b\w+)	'Industry officials - including ConAgra's - have publicly said they wo n't intentionally sell @ @ @ @ @ @ @ @ @ @ last week the company did nothing 	wrong or illegal	.
no	X and Y	private	Catholic	private - public	(\bprivate) and (?!public)(\b\w+)	 But the number of federal laws and state requirements that do n't apply to 	private and Catholic	 schools translates into lower administration costs and greater liberty to attend to the tasks of teaching and learning.
no	X or Y	private	Catholic	private - public	(\bprivate) or (?!public)(\b\w+)	 But a stable and high-performing 	private or Catholic	 school usually has more than enough students, and little inclination to accept government money to which a host of new rules and requirements would be attached.
no	X and Y	private	Catholic	private - public	(\bprivate) and (?!public)(\b\w+)	 It is likely that marginal 	private and Catholic	 schools, struggling for economic viability, would welcome them.
no	X and Y	soft	wrinkled	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Avoid 	soft and wrinkled	 chiles.
no	X and Y	active	interactive	active - passive	(\bactive) and (?!passive)(\b\w+)	'Good teaching and 	active and interactive	 learning by students has been a part of his plan for this campus.
no	X and Y	old	decrepit	new - old	(\bold) and (?!new)(\b\w+)	 At that (anniversary) party, all of us original Westworders felt so 	old and decrepit	.
yes	both X and Y	old	new	new - old	both (old) and (new)	,'which is at once 	both old and new	.
yes	X or Y	bad	good	bad - good	(bad) or (good)	 They will ask youngsters whether they've been 	bad or good	, what presents they want and what they believe is the true meaning of Christmas.
no	X and Y	counterproductive	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 Using these funds as a short-term budget fix is 	counterproductive and poor	 fiscal policy.
no	X or Y	poor	weak	poor - rich	(\bpoor) or (?!rich)(\b\w+)	 " But it's unfair to characterize service as 	poor or weak	.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 The Crusaders, coached by 37-year legend Dick Katte, won their first eight games of the season in impressive fashion, largely because of the perimeter play of all their players, 	big and small	.
yes	X and Y	private	public	private - public	(private) and (public)	 The Newman Center was funded through donations, and the city hopes to pay for work on the Auditorium Theatre through a mix of 	private and public	 support.
no	X and Y	middle	high	high - low	(?!low)(\b\w+) and (\bhigh)	 Freshmen at Denver's Abraham Lincoln High School, they are part of the first group to take Colorado Student Assessment Program tests in elementary, 	middle and high	 school.
no	X and Y	light	fluffy	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Continue beating until 	light and fluffy	, at least 5 minutes.
no	X and Y	easy	natural	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 " Whether you're a cross-country skier or Lance Armstrong or Tyler Hamilton, you're assumed guilty because @ @ @ @ @ @ @ @ @ @'s very 	easy and natural	 to bump over the maximum levels.
no	X and Y	chilled	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 The Giants were down by 4 points, warming the spirits of a 	chilled and wet	 crowd.
no	X, not Y	fluffy	heavy	heavy - light	(?!light)(\b\w+), not (\bheavy)	 The reason: Temperatures in the mid-20's made the snow light and 	fluffy, not heavy	 @ @ @ @ @ @ @ @ @ @ winds and did not break off limbs and knock down power lines.
no	X and Y	hard	painful	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Controlling diabetes was 	hard and painful	 work in the early decades, and what would be considered good control today was simply out of reach.
no	X or Y	poor	unsettled	poor - rich	(\bpoor) or (?!rich)(\b\w+)	 Mattingly, who was then serving the agency as a consultant, put into place a system that would allow more children to stay at home, even in 	poor or unsettled	 households.
yes	X and Y	rich	poor	poor - rich	(rich) and (poor)	 Lauersen's lawyers, says he still does n't understand why the jury sympathized with insurance companies instead of with his client, who he said treated 	rich and poor	 patients alike.
no	X or Y	poor	developing	poor - rich	(\bpoor) or (?!rich)(\b\w+)	 Guttman has fallen prey to just that sort of hyperbole that follows all busy landlords, especially those in 	poor or developing	 neighborhoods.
yes	X and Y	large	small	large - small	(large) and (small)	 Others, however, have complained that the often quite lucrative pay -- while opaque to donors, 	large and small	 -- has become excessive.
no	X and Y	long	distinguished	long - short	(\blong) and (?!short)(\b\w+)	 LeClerc wrote in a joint letter that the library was struggling through " what is -- and could remain for some years to come -- one of the most challenging periods in our 	long and distinguished	 history.
no	X and Y	energetic	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 Bloomberg's campaign aides, advisers to the Lamont campaign say they have an 	energetic and active	 base that is more likely to go to the polls.
no	X and Y	rich	middle	poor - rich	(\brich) and (?!poor)(\b\w+)	 He said the gangs use kidnapping as a way to make money and to attack the 	rich and middle	 classes they feel are responsible for forcing Mr.
no	X and Y	new	dangerous	new - old	(\bnew) and (?!old)(\b\w+)	 His colleague and six others, including two children, also died in what the State Department then called " excessive " and " a 	new and dangerous	 escalation.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 " Major daily newspapers are running series on the growing gap 	between rich and poor	, with such titles as " Divided Japan " and " Light and Darkness.
no	X and Y	new	assertive	new - old	(\bnew) and (?!old)(\b\w+)	 So, increasingly, reformers are pushing ideas like creating a 	new and assertive	 constitutional court.
no	X and Y	Catholic	rural	rural - urban	(?!urban)(\b\w+) and (\brural)	 Cygan attaches to his dream party suggest the struggle for identity that is going on in deeply 	Catholic and rural	 Poland and in some ways rippling across other formerly Communist countries in Europe.
no	X and Y	large	crucial	large - small	(\blarge) and (?!small)(\b\w+)	 The cleric controls a 	large and crucial	 bloc of seats in Parliament.
yes	X and Y	old	new	new - old	(old) and (new)	 The Hong Kong Market, which opened in 1996, is a meeting spot for 	old and new	: a huge supermarket that stocks Chinese versions of processed American foods.
no	X or Y	cold	rainy	cold - hot	(\bcold) or (?!hot)(\b\w+)	 On 	cold or rainy	 days, the children stay inside and watch movies.
no	X and Y alike	retired	active	active - passive	(?!passive)(\b\w+) and (\bactive) alike	 Rumsfeld, other senior officers, 	retired and active alike	, had to be promised anonymity before they would discuss their own views of why the criticism of him was mounting.
no	X and Y	hot	sour	cold - hot	(\bhot) and (?!cold)(\b\w+)	, which serves a 	hot and sour	 soup that a New York Times food critic found " ethereal.
no	X and Y	deep	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 " I was told that when I'm dancing I give off the feeling of a rainy day, " Rain said, in a speaking voice that is 	deep and rich	.
no	X and Y	rich	influential	poor - rich	(\brich) and (?!poor)(\b\w+)	 His job will be to bring in cultural clients, manage noncultural projects and draw on the many 	rich and influential	 friends he has made through opera, who include the former mayor Rudolph W.
no	X and Y	rich	expansive	poor - rich	(\brich) and (?!poor)(\b\w+)	 The conversations she and I enjoyed were 	rich and expansive	: favorite books, recent movies, arguments with neighbors and family, philosophical reflections on the nature of pain and chronic disease.
no	X and Y	hot	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 " The great thing about that studio in August is that it's 	hot and dry	, " Mr.
no	X and Y	curly	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 " The scruff on his face is so 	curly and soft	, " I told my friends, " it's like yarn on a stuffed animal.
no	X and Y	long	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 During my previous relationship, a 	long and difficult	 affair with a man caught up in a decadelong divorce, I had mastered the art of being elusive, of remaining silent about what I most needed and wanted.
yes	X and Y	right	wrong	right - wrong	(right) and (wrong)	 " It's about 	right and wrong	.
no	X and Y	public	official	private - public	(\bpublic) and (?!private)(\b\w+)	 That revelation generated 	public and official	 criticism.
no	X and Y	active	retired	active - passive	(\bactive) and (?!passive)(\b\w+)	 One of the most treasured was fully paid health coverage for 	active and retired	 workers, considered one of Mr.
no	X and Y	active	retired	active - passive	(\bactive) and (?!passive)(\b\w+)	 Moreover, the automakers remain liable for billions of dollars in health care costs, both for their 	active and retired	 workers.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 By analyzing vocabulary, language patterns and phrasing, the programs determine whether comments are positive or negative, and whether the authors are men or women, 	young or old	.
no	X and Y	difficult	expensive	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 " And we need to start now because the longer we wait, the more 	difficult and expensive	 this is going to be.
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 " He's got to reassure people that he's 	alive and well	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 All rules, 	good or bad	, must come from the ruler.
no	X or Y	good	improving	bad - good	(\bgood) or (?!bad)(\b\w+)	 If conditions were 	good or improving	 - if the fundamental factors of food, shelter, and income were being met - then the protest over a few cartoons would have faded quickly here, say analysts.
no	X and Y	corporate	public	private - public	(?!private)(\b\w+) and (\bpublic)	 It would collect a vast array of 	corporate and public	 online information - from financial records to CNN news stories - and cross-reference it against US intelligence and law-enforcement records.
no	X and Y	difficult	dangerous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 But the path from his tiny Baghdad apartment and studio has been 	difficult and dangerous	.
no	X and Y	small	rocky	large - small	(\bsmall) and (?!large)(\b\w+)	 It made sense that all the planets close to the sun were 	small and rocky	.
no	X and Y	new	significant	new - old	(\bnew) and (?!old)(\b\w+)	 Experts agree that something 	new and significant	 is stirring on the Web, changing the way we use it.
no	X and Y	dark	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 Contrasts @ @ @ @ @ @ @ @ @ @, 	dark and light	 greens.
no	X and Y	happy	productive	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 His job is to keep people 	happy and productive	 while creating a more sustainable environment.
no	X or Y	false	incomplete	false - true	(\bfalse) or (?!true)(\b\w+)	 They argue that, just as health issues like SARS or the environment transcend national borders, a population weaned on a 	false or incomplete	 version of the past is not good for China or the world.
no	X or Y	rich	geeky	poor - rich	(\brich) or (?!poor)(\b\w+)	 Being 	rich or geeky	 (or both) are typical Seg-owner stereotypes.
no	X and Y	good	patriotic	bad - good	(\bgood) and (?!bad)(\b\w+)	 These figures have personified all that's 	good and patriotic	 about America.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 " The 	rich and powerful	 are going to have to understand.
no	X and Y	fast	low	high - low	(?!high)(\b\w+) and (\blow)	 Many mornings, Gazans are also awakened by the frightening thunder of sonic booms caused by Israeli planes flying 	fast and low	 overhead.
no	both X and Y	middle	high	high - low	both (?!low)(\b\w+) and (\bhigh)	 The Teacher Institute brings 	both middle and high	 school math and science teachers together for classes, projects, and a chance to compare notes.
no	X, not Y	big	small	large - small	(?!large)(\b\w+), not (\bsmall)	 I had to say his group was medium-sized, not 	big, not small	.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 He would never say whether this was 	good or bad	.
yes	X and Y	male	female	female - male	(male) and (female)	 In many major publications, 	male and female	 crime writers are receiving almost equal review space.
yes	both X and Y	public	private	private - public	both (public) and (private)	 Spellings, herself the mother of a college student, is asking Congress, state governments, and 	both public and private	 universities to work together to start making changes now.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 It's rarely a question of 	good or bad	 people - just good people in the wrong place.
no	X and Y	good	pure	bad - good	(\bgood) and (?!bad)(\b\w+)	 Instead, it unites and uplifts all mankind as 	good and pure	.
no	X and Y	poor	environmental	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 A host of books by progressive people of faith hit the market asserting that Christian values ranged far beyond what conservatives were promoting, particularly caring for the 	poor and environmental	 issues.
no	X and Y	dry	stringy	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Those jack-o'-lanterns tend to be 	dry and stringy	 and should, therefore, stay on the doorstep.
no	X and Y	impersonal	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 " When the trend first started, I thought that buying gift cards was 	impersonal and cold	, " Hatch says.
no	X or Y	strange	bad	bad - good	(?!good)(\b\w+) or (\bbad)	 " If 	strange or bad	 people come to Karrada, they the Mahdi militia follow them, " says Zainab, the young mother who these days wears a white head covering.
no	X and Y	dangerous	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 And with the spread of weapons in the region, it becomes very 	dangerous and hard	 to control.
no	X or Y	warm	hot	cold - hot	(?!cold)(\b\w+) or (\bhot)	 In 	warm or hot	 water loads @ @ @ @ @ @ @ @ @ @ the water.
no	X and Y	old	winding	new - old	(\bold) and (?!new)(\b\w+)	 " This way, the road is 	old and winding	, and at this hour, darker.
no	X and Y	rough	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Over mountains that are 	rough and dry	, the light is starting to peek out, brightening the valley.
no	between X and Y	good	evil	bad - good	between (\bgood) and (?!bad)(\b\w+)	 Battles occur around the earth 	between good and evil	 forces, leading up to Armageddon in Israel.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 It widens the income gap 	between rich and poor	 Americans and discourages unskilled workers from looking for jobs.
yes	X and Y	public	private	private - public	(public) and (private)	0 family of products, providing 	public and private	 sector organizations with new visibility and control over complex data center storage environments.
no	X and Y	blond	alive	alive - dead	(?!dead)(\b\w+) and (\balive)	 Petite, 	blond and alive	 with fresh-faced optimism, she seemed the ideal sweetheart and wife, supportive and unthreatening.
no	X and Y	new	innovative	new - old	(\bnew) and (?!old)(\b\w+)	 " We're pleased to continue our successful relationship with Ulticom to enable us to deliver 	new and innovative	 solutions to the marketplace.
no	X and Y	small	medium	large - small	(\bsmall) and (?!large)(\b\w+)	 Through its DSLonair service the company offers high-speed Internet access to residential homes as well as 	small and medium	 enterprises in rural areas not fully covered by DSL services.
no	X and Y	tired	short	long - short	(?!long)(\b\w+) and (\bshort)	 After five years in power, the administration looks 	tired and short	 of ideas.
no	X and Y	new	dangerous	new - old	(\bnew) and (?!old)(\b\w+)	 We now know that the administration wants to cut tens of thousands of troops from the Army and National Guard and Reserves at the very time America is facing 	new and dangerous	 threats.
yes	X or Y	temporary	permanent	permanent - temporary	(temporary) or (permanent)	 Since 1996, nine 	temporary or permanent	 superintendents have run the public schools, according to Picard.
no	X or Y	difficult	dangerous	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 If you start causing doubts, you make the job more 	difficult or dangerous	 for everybody.
no	X and Y	small	medium	large - small	(\bsmall) and (?!large)(\b\w+)	 Crappie fair to good on 	small and medium	 minnows at 15 to 25 ft.
no	X and Y	high	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 North shore boat ramp is 	high and dry	.
no	X and Y	low	mossy	high - low	(\blow) and (?!high)(\b\w+)	 Walgren SRA Water was 	low and mossy	, fishing was tough.
no	X and Y	poor	urban	rural - urban	(?!rural)(\b\w+) and (\burban)	 The downturn in the auto industry is rippling through Michigan's economy, affecting the working 	poor and urban	 areas the hardest.
yes	how X or Y	new	old	new - old	how (new) or (old)	 This is what I believe in - color can make relationships between all things, making them appear perfect, no matter 	how new or old	, Schauffler writes in a soon-to be released book.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 I would n't say that's 	good or bad	, it's just a difference in design, Gedrose says.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 " Our perception, and I do n't know if we're 	right or wrong	, but the times have become more sober, and people want something more realistic.
no	X or Y	new	reborn	new - old	(\bnew) or (?!old)(\b\w+)	 And, he adds, not all 	new or reborn	 faith takes root.
no	X and Y	dry	dusty	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Iraq is hot, 	dry and dusty	 enough to make some long for Vietnam.
yes	X and Y	high	low	high - low	(high) and (low)	 But he has life experiences, 	high and low	, that few in the world can match.
no	X and Y	complicated	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 " Choosing a college and figuring out how to pay for it is a 	complicated and difficult	 endeavor, " he says.
yes	X and Y	old	new	new - old	(old) and (new)	 But over its three seasons, the tour also featured a variety of rock, hip-hop and alternative acts, 	old and new	.
no	X and Y	difficult	dangerous	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 But at least one of the ingredients in a bomb typically requires chemical refining to purify it -- a 	difficult and dangerous	 process, Langerman says.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 A few moments later, her son came down telling me about how he knows all these 	rich and powerful	 people in California, and how he was going to make sure I never got a job again.
no	X and Y	sesamoid	long	long - short	(?!short)(\b\w+) and (\blong)	 His right hind leg, with 27 screws used to repair fractured cannon, 	sesamoid and long	 pastern bones, is becoming increasingly stable.
no	X and Y	left	right	right - wrong	(?!wrong)(\b\w+) and (\bright)	 Hard-throwing Adam Wainwright has emerged as the closer, and the rest of the relievers have given LaRussa enough confidence to begin using them 	left and right	 -- literally -- as he likes to do in late-inning situations.
no	X and Y	difficult	complex	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 " @ @ @ @ @ @ @ @ @ @ 	difficult and complex	 interview subjects.
no	X and Y	new	courageous	new - old	(\bnew) and (?!old)(\b\w+)	 Although many of the ISG recommendations on the war in Iraq have been floating around Washington for awhile, two are 	new and courageous	.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 I do n't know if that was fair or 	right or wrong	, but that's the way it was.
no	X or Y	fair	right	right - wrong	(?!wrong)(\b\w+) or (\bright)	 I do n't know if that was 	fair or right	 or wrong, but that's the way it was.
yes	X and Y	small	large	large - small	(small) and (large)	 Like the Texans, the Redskins kill themselves with penalties and mistakes, 	small and large	.
yes	X or Y	right	wrong	right - wrong	(right) or (wrong)	 " I ca n't say what's 	right or wrong	.
no	X and Y	aggressive	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 was how 	aggressive and hot	 the intelligence and security market is for this, " said William Donahoo, vice president of product management and marketing at Cogito.
no	X and Y	big	small	large - small	(?!large)(\b\w+) and (\bsmall)	 Many companies, 	big and small	, allow -- at least tacitly -- their security contractors to push the legal envelope on uncontroversial matters, like combating employee theft or counterfeiting.
yes	X or Y	good	bad	bad - good	(good) or (bad)	 " Director Tenet wo n't be offering any comments on anybody's books, 	good or bad	.
no	X and Y	pink	small	large - small	(?!large)(\b\w+) and (\bsmall)	 The blooms are a shade of lavender-	pink and small	, but the canes that bear them so profusely are now up about 20 feet.
no	X or Y	big	small	large - small	(?!large)(\b\w+) or (\bsmall)	 It formed a long garland at waist height, but because it was bare below it gave a lightness that would make it suitable for any garden, 	big or small	.
no	X or Y	Mild	hot	cold - hot	(?!cold)(\b\w+) or (\bhot)	 	Mild or hot	, 5.
no	X and Y	lean	short	long - short	(?!long)(\b\w+) and (\bshort)	 His suits continue to be 	lean and short	.
no	X and Y	translucent	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Add the sliced onions and cook for 2 to 3 minutes, until 	translucent and soft	.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 The British public like to see the 	rich and famous	 attacked.
no	X and Y	cold	cramped	cold - hot	(\bcold) and (?!hot)(\b\w+)	 The room is 	cold and cramped	, the breath of the accused and his accusers swirling together in a faint gray haze.
yes	both X and Y	poor	rich	poor - rich	both (poor) and (rich)	 The difference for the black groups can be explained by geography: Wealthy white neighborhoods were mostly on high ground, but black neighborhoods 	both poor and rich	 were on lowland that flooded.
yes	X and Y	public	private	private - public	(public) and (private)	02 million in revenue, collecting payments totaling $1,022,729 during a five-year period ending in 2001, 	public and private	 records show.
no	X and Y	military	private	private - public	(?!public)(\b\w+) and (\bprivate)	 	military and private	 organizations that monitor his pronouncements.
no	X and Y	large	complex	large - small	(\blarge) and (?!small)(\b\w+)	 " This is a 	large and complex	 undertaking, and I do n't believe there is a definitive answer yet with regard to cost, " he said.
yes	X and Y	public	private	private - public	(public) and (private)	 In January, he created a council to develop guidelines for universal preschool for 4-year-olds, and he has asked for $10 million to promote 	public and private	 preschools.
no	X and Y	small	voluntary	large - small	(\bsmall) and (?!large)(\b\w+)	 Now, the Homeland Security program is 	small and voluntary	, with about 6,000 employers enrolled.
no	X and Y	long	arduous	long - short	(\blong) and (?!short)(\b\w+)	 " But, he added, " it was a 	long and arduous	 climb " -- and it is not complete.
no	X and Y	old	careworn	new - old	(\bold) and (?!new)(\b\w+)	 He was so 	old and careworn	.
no	X and Y	urban	metropolitan	rural - urban	(\burban) and (?!rural)(\b\w+)	 It's always wrenching, " said Robert Lang, director of the Metropolitan Institute at Virginia Tech in Alexandria, which researches 	urban and metropolitan	 change.
yes	between X and Y	rich	poor	poor - rich	between (rich) and (poor)	 Why should public schools be managed at the municipal level when that system encourages disparities 	between rich and poor	 neighborhoods?
no	X and Y	poor	vulnerable	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 After the January election of Michelle Bachelet, a Socialist who won by campaigning for social justice and compassion for the 	poor and vulnerable	, many student leaders began the new academic year with optimism.
no	X or Y	good	wicked	bad - good	(\bgood) or (?!bad)(\b\w+)	) -- Something that is wicked 	good or wicked	 bad.
no	X and Y	long	uncomfortable	long - short	(\blong) and (?!short)(\b\w+)	 On this night, the wait at the gates of Anaconda was 	long and uncomfortable	.
no	X or Y	needy	poor	poor - rich	(?!rich)(\b\w+) or (\bpoor)	 " The goal of such cost-containment strategies, Helms said, is to preserve the original purpose of Medicaid -- to help the truly 	needy or poor	.
no	X and Y	new	exciting	new - old	(\bnew) and (?!old)(\b\w+)	 " This list offers a variety of different cities across the continent that are 	new and exciting	 to American travelers and are still an affordable vacation.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 We'd like something 	new and different	.
no	X and Y	new	different	new - old	(\bnew) and (?!old)(\b\w+)	 " * " We'd like something 	new and different	.
no	X and Y	long	devoted	long - short	(\blong) and (?!short)(\b\w+)	 An instrument of true affection, the clubface is nearly bald from extended use, a custom-wrapped rubber grip intimating the club saw 	long and devoted	 service.
no	X and Y	rural	suburban	rural - urban	(\brural) and (?!urban)(\b\w+)	 In addition, elective courses address topics like " The Changing Parish, " where urban, 	rural and suburban	 contrasts are explored.
no	X and Y	soft	supple	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 When the wax is peeled away, all the dead, dry skin is removed, leaving his hands 	soft and supple	.
no	X and Y	healthy	active	active - passive	(?!passive)(\b\w+) and (\bactive)	 What's valued is being 	healthy and active	 --'As long as I'm active and physically healthy, then I'll be OK,'" she said.
no	X and Y	happy	adjusted	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 Yeah, we all know how 	happy and adjusted	 people with that attitude turn out.
no	X and Y	slow	cumbersome	fast - slow	(\bslow) and (?!fast)(\b\w+)	 A lot of it is on federal lands and the permitting process is very, very 	slow and cumbersome	.
no	X or Y	difficult	impossible	difficult - easy	(\bdifficult) or (?!easy)(\b\w+)	 As in @ @ @ @ @ @ @ @ @ @ 	difficult or impossible	 to cash, and ATMs are available only in the larger cities.
no	X and Y	active	responsive	active - passive	(\bactive) and (?!passive)(\b\w+)	 I have assembled an 	active and responsive	 team in both my Georgia and Washington office to serve constituents as they deal with the federal bureaucracy.
yes	X or Y	private	public	private - public	(private) or (public)	 I want to implement vouchers so that families of all income brackets can receive a 	private or public	 education at no additional cost.
no	X and Y	true	effective	false - true	(\btrue) and (?!false)(\b\w+)	 DeKalb County lacks a 	true and effective	 alternative sentencing program.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 The afterlife is God's @ @ @ @ @ @ @ @ @ @ are both temporary destinations where the so-called individual soul goes to either enjoy or suffer the results of their 	good and bad	 actions.
no	X or Y	old	younger	new - old	(\bold) or (?!new)(\b\w+)	 Bring along a child who is 12 years 	old or younger	 @ @ @ @ @ @ @ @ @ @ of a full tank of medium grade.
no	X and Y	good	evil	bad - good	(\bgood) and (?!bad)(\b\w+)	 " The dark tale of 	good and evil	 and fun and fright is transformed into a musical for modern audiences.
yes	X and Y	active	passive	active - passive	(active) and (passive)	 Parks and recreation: We need more 	active and passive	 recreation.
yes	X and Y	active	passive	active - passive	(active) and (passive)	 Parks and recreation facilities, developed with a balance of 	active and passive	 programming.
no	X and Y	impractical	bad	bad - good	(?!good)(\b\w+) and (\bbad)	 " Both are 	impractical and bad	 public policy.
no	X and Y	poor	powerless	poor - rich	(\bpoor) and (?!rich)(\b\w+)	 Absent was any analysis of the way the American political and economic system is structured to favor the rich and powerful and subvert the aspirations of the 	poor and powerless	.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 Absent was any analysis of the way the American political and economic system is structured to favor the 	rich and powerful	 and subvert the aspirations of the poor and powerless.
no	X and Y	middle	high	high - low	(?!low)(\b\w+) and (\bhigh)	 While elementary schools tend to draw from a small, homogeneous neighborhood, 	middle and high	 schools bring in students from a broader area.
no	X and Y	dry	golden	dry - wet	(\bdry) and (?!wet)(\b\w+)	 Bake 30 minutes, or until it is 	dry and golden	.
yes	X and Y	large	small	large - small	(large) and (small)	 That's the ability to take people, especially businesspeople, to 	large and small	 commercial centers all over the world.
no	X or Y	bad	worse	bad - good	(\bbad) or (?!good)(\b\w+)	 The problem is indeed as 	bad or worse	 than he has repeatedly stated.
no	X and Y	easy	effective	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 It's an 	easy and effective	 way to keep in touch with your City Council.
yes	X and Y	large	small	large - small	(large) and (small)	 Russell, recently named 2006 Georgia Philanthropist of the Year -- who make donations, 	large and small	, to help African-American students further their education.
no	X and Y	cruel	false	false - true	(?!true)(\b\w+) and (\bfalse)	 Wiggins, a former Bush administration lawyer, called the ad 	cruel and false	.
