class	pattern	X_found	Y_found	pair	query	context_pre	costr	context_post
no	X and Y	new	improved	new - old	(\bnew) and (?!old)(\b\w+)	 Hey, c'm on Freddy, lift @ @ @ @ @ @ @ @ @ @ moment of Mary's departure, I gave my 	new and improved	 TV screen a nice glower before retrieving the x-change specs.
no	X and Y	clever	true	false - true	(?!false)(\b\w+) and (\btrue)	 But Garth was too old to fight them and too old to think of all the 	clever and true	 words that might win his daughter's heart.
no	X and Y	sharp	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Too much like having a building fall on you, even if we were n't talking about anything 	sharp and heavy	.
no	X and Y	high	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 " I hoped like hell it was somewhere 	high and dry	, because she had me thoroughly spooked of lakes.
no	X and Y	airless	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 well, Enceladus or pretty much anything else 	airless and cold	.
no	X and Y	long	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 Back at the house, the day is 	long and hot	.
no	X and Y	old	fantastic	new - old	(\bold) and (?!new)(\b\w+)	 The complexity of the mosaic on which my palms slipped, like the scales of an 	old and fantastic	 animal.
yes	X and Y	high	low	high - low	(high) and (low)	 3 LEGEND HAD IT that the commoners " gift of magic came from the gods " anger at the separation of people into 	high and low	.
no	X and Y	dry	barren	dry - wet	(\bdry) and (?!wet)(\b\w+)	 It was a 	dry and barren	 speck, uninhabited even by any of the hardy solitaries whose spiritual practices, or objectionable personalities, led them to the sternest environments.
no	X and Y	hard	cold	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Bright and yellow, 	hard and cold	!
no	X and Y	open	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Snow still lingered in the shady parts and on the north sides of buildings, but much of the area was 	open and dry	.
no	X and Y	small	pink	large - small	(\bsmall) and (?!large)(\b\w+)	 The baby was 	small and pink	, but perfect.
yes	X and Y	dead	alive	alive - dead	(dead) and (alive)	 Everyone she liked kept going away - @ @ @ @ @ @ @ @ @ @'d rescued, which insisted on being equally 	dead and alive	 in her memory.
no	X and Y	soft	warm	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The puppy yapped, then licked her neck, so 	soft and warm	.
no	X and Y	hot	sticky	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The air was 	hot and sticky	, and she fanned herself with one hand @ @ @ @ @ @ @ @ @ @ neighborhood trees.
no	X and Y	Large	small	large - small	(?!large)(\b\w+) and (\bsmall)	 	Large and small	, they each moved with a grace that brought peace to her heart.
no	X and Y	slow	sweet	fast - slow	(\bslow) and (?!fast)(\b\w+)	 It had been 	slow and sweet	 and Utterly wonderful.
no	X and Y	red	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 My stepfather, a retired pharmacist, treated me with curt indifference, preferring to spend his days in solitude, reading or tending to his rosebushes, which put forth blooms as 	red and heavy	 as beef hearts.
no	X and Y	flushed	hot	cold - hot	(?!cold)(\b\w+) and (\bhot)	 They're in full bulletproof gear and they look 	flushed and hot	.
no	X and Y	long	thick	long - short	(\blong) and (?!short)(\b\w+)	 Stands like this one, a quarter-mile 	long and thick	 with salt-laden tamarisk, are his insurance policy.
no	X and Y	good	strong	bad - good	(\bgood) and (?!bad)(\b\w+)	 " It was n't magic, just 	good and strong	.
no	X and Y	True	true	false - true	(?!false)(\b\w+) and (\btrue)	 	True and true	.
no	X and Y	short	pudgy	long - short	(\bshort) and (?!long)(\b\w+)	 @ @ @ @ @ @ @ @ @ @ others 	short and pudgy	.
no	X and Y	rich	famous	poor - rich	(\brich) and (?!poor)(\b\w+)	 N2: Poor as he is, Henry is living like the 	rich and famous	.
no	X and Y	long	stormy	long - short	(\blong) and (?!short)(\b\w+)	 However, it was a 	long and stormy	 voyage, and they made me work my passage without pay, as a common sailor.
yes	X and Y	poor	rich	poor - rich	(poor) and (rich)	 Momma: There are people who went to sleep all over the world last night, 	poor and rich	, white and black.
no	X and Y	good	smart	bad - good	(\bgood) and (?!bad)(\b\w+)	 And she is 	good and smart	, which is better than being pretty.
no	X and Y	hard	cold	hard - soft	(\bhard) and (?!soft)(\b\w+)	 The boy manager looked surprised to see Daniel again, and wary, but his expression grew 	hard and cold	 when Daniel showed him the box of cracker crumbs.
no	X and Y	high	steep	high - low	(\bhigh) and (?!low)(\b\w+)	 The price was right, but they were in a stack so improbably 	high and steep	 that he was afraid to take one even from the top for fear of bringing down the whole pile.
no	X and Y	small	odd	large - small	(\bsmall) and (?!large)(\b\w+)	 It showed something 	small and odd	, that was true, but the picture was n't good.
no	X and Y	alive	conscious	alive - dead	(\balive) and (?!dead)(\b\w+)	 Those engines were 	alive and conscious	, according to Diamandis, and their offspring included both machines and humans.
no	X and Y	cold	drafty	cold - hot	(\bcold) and (?!hot)(\b\w+)	 In that time he had turned the oval gun emplacement from a 	cold and drafty	 purgatory into a kind of nest.
no	X and Y	gray	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 His eyes were 	gray and cold	.
no	X and Y	long	thin	long - short	(\blong) and (?!short)(\b\w+)	 Garth, their legs are twice the length of their bodies-like spider's legs, impossibly 	long and thin	.
no	X and Y	young	old	new - old	(?!new)(\b\w+) and (\bold)	 " She pointed at Garth who, despite being masked, had characteristically surrounded himself with women 	young and old	.
no	X and Y	younger	new	new - old	(?!old)(\b\w+) and (\bnew)	 Three years 	younger and new	 to our school, and no one liked her because she had half a burned face and had to wear an eye patch.
no	X and Y	precious	private	private - public	(?!public)(\b\w+) and (\bprivate)	 It no longer seemed 	precious and private	.
no	X and Y	soft	shimmering	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 Instead of throwing the silk away, she sewed it onto a white pillowcase, which now glowed a 	soft and shimmering	 yellow, a thing as pretty and untouchable as light itself.
no	X and Y	slow	sickening	fast - slow	(\bslow) and (?!fast)(\b\w+)	 It bounded once, heavily, on the road and then rolled through the courthouse plaza at a 	slow and sickening	 pace.
no	X and Y	noisy	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 Fear makes them 	noisy and hard	 to control, so it's been eliminated.
no	X and Y	soft	friendly	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 It was a 	soft and friendly	 bark, and though it did not bark again he could hear its panting.
no	X and Y	high	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 " Windy, honeybear, I ca n't leave Robin 	high and dry	.
no	X and Y	hot	tired	cold - hot	(\bhot) and (?!cold)(\b\w+)	 The knowledge did nothing to relieve his aching shoulders, - he was 	hot and tired	.
no	X and Y	large	imposing	large - small	(\blarge) and (?!small)(\b\w+)	 " It was 	large and imposing	, but not at all what March had expected.
no	X and Y	new	improved	new - old	(\bnew) and (?!old)(\b\w+)	 " Because it seems like they're with us again, in a 	new and improved	 Westernized form.
no	X or Y	dying	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 Before it, a skeletal man in rags labored with a piece of rusted steel, digging holes for shrubs whose burlap wrappings had burst, shrubs that were clearly 	dying or dead	.
no	X or Y	True	false	false - true	(?!true)(\b\w+) or (\bfalse)	 	True or false	?
no	X and Y	large	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 Prickles gradually resolve themselves into the sensation-pleasurable enough-of being lightly pressed by something 	large and soft	.
no	X and Y	Clear	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 	Clear and cold	.
no	X and Y	long	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 " It is a 	long and difficult	 process.
no	X and Y	new	soothing	new - old	(\bnew) and (?!old)(\b\w+)	 Or better: repeatedly submerged in some 	new and soothing	 substance, like un-wet water.
no	X and Y	heavy	slow	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Gary's voice was 	heavy and slow	.
no	X and Y	old	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 Today she was 	old and poor	.
no	X and Y	old	forgotten	new - old	(\bold) and (?!new)(\b\w+)	 They were not hunters but farmers, who had been transplanted here by an 	old and forgotten	 migration.
no	X and Y	mild	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 Now comes the season when leaves have little cracks around the edges, flowers wither, days grow significantly shorter and the air becomes 	mild and wet	.
no	X or Y	ancient	new	new - old	(?!old)(\b\w+) or (\bnew)	 You drown yourself in all kinds of tales, allegories 	ancient or new	, and every time you come out soothed, like a drowsy butterfly.
no	X and Y	long	high	high - low	(?!low)(\b\w+) and (\bhigh)	 Oh, Jimmie, " she heard, 	long and high	 and fading now, as mist rolled, blowing him away.
no	X and Y	hot	sticky	cold - hot	(\bhot) and (?!cold)(\b\w+)	 Everyone was 	hot and sticky	.
no	X and Y	good	late	bad - good	(\bgood) and (?!bad)(\b\w+)	 They were 	good and late	.
no	X and Y	thick	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 Idella's mouth was dry, her tongue 	thick and heavy	.
no	X and Y	soft	quiet	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The women seemed to push back against the walls like pillows, 	soft and quiet	 as goose down in their church dresses.
no	X and Y	dark	low	high - low	(?!high)(\b\w+) and (\blow)	 " It was tire doctor's voice, 	dark and low	.
no	X and Y	low	thick	high - low	(\blow) and (?!high)(\b\w+)	 The muffled sounds of the men talking were 	low and thick	.
no	X and Y	long	tangled	long - short	(\blong) and (?!short)(\b\w+)	 Against her will to see and hear everything, she fell into a 	long and tangled	 sleep tirat took her right into tire next day.
no	X and Y	Hot	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 	Hot and cold	 waves undulate through his body, and he sits down, abruptly, then falls.
no	X and Y	slow	beautiful	fast - slow	(\bslow) and (?!fast)(\b\w+)	 He puts it to Iris lips when he sees her and plays, something 	slow and beautiful	 that she does n't recognize.
no	X and Y	small	stout	large - small	(\bsmall) and (?!large)(\b\w+)	 when he was n't four, he was small for two, very 	small and sickly	 because his mother could n't find a way to get back to Beijing, where there was meat and the markets were full offrait.
no	X and Y	good	quick	bad - good	(\bgood) and (?!bad)(\b\w+)	 " WIt en it comes to Nancy, a man needs to be able to get to his body 	good and quick	.
no	X and Y	loyal	true	false - true	(?!false)(\b\w+) and (\btrue)	 He was just 	loyal and true	.
no	X and Y	true	sacred	false - true	(\btrue) and (?!false)(\b\w+)	 Even to speak my 	true and sacred	 name risked lightning bolts, an earthquake, a city-smashing typhoon.
no	X and Y	clear	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 " The water swirls into the glass, crystal 	clear and cold	.
no	X and Y	long	white	long - short	(\blong) and (?!short)(\b\w+)	 Ada's fingers, 	long and white	 with buffed oval nails, cover her dark eyes.
no	X and Y	small	narrow	large - small	(\bsmall) and (?!large)(\b\w+)	 They are 	small and narrow	 and black like beans.
no	X and Y	empty	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 The day Sylvia walked through the crowd of people stepping backward away from her, and then stared expressionlessly at the cats, her arms 	empty and heavy	 at her sides, came to be known as Cat Day.
no	X and Y	soft	thin	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 The paper was worn 	soft and thin	, with black ink seeping into the creases like little arteries.
no	X and Y	desperate	sad	happy - sad	(?!happy)(\b\w+) and (\bsad)	 I just wanted to see her that way, to see if she could pull it off, or if she'd look 	desperate and sad	.
no	X or Y	scary	sad	happy - sad	(?!happy)(\b\w+) or (\bsad)	 You know how it is, you just apologize when something's awkward or 	scary or sad	, or in this case, all three, times a zillion.
no	X and Y	false	hopeful	false - true	(\bfalse) and (?!true)(\b\w+)	 " His own voice sounded 	false and hopeful	 as an eager-beaver teacher's.
no	X or Y	unpopular	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 I will be comfortable with that show because I will know Dick Clark will never be 	unpopular or dead	.
no	X and Y	sober	absurd	drunk - sober	(\bsober) and (?!drunk)(\b\w+)	 I felt 	sober and absurd	.
no	X or Y	tired	drunk	drunk - sober	(?!sober)(\b\w+) or (\bdrunk)	 Because you're too 	tired or drunk	 or just sick of doing it?
no	X and Y	soft	motherly	hard - soft	(\bsoft) and (?!hard)(\b\w+)	 " Her voice was 	soft and motherly	 and her sentence was finished with a low, " Hmmm?
no	both X and Y	drunk	high	drunk - sober	both (\bdrunk) and (?!sober)(\b\w+)	 FACT: Blakey is 	both drunk and high	.
no	X and Y	new	exciting	new - old	(\bnew) and (?!old)(\b\w+)	 We are pleased to present for consideration this request for $200,000 to support a 	new and exciting	 project that will use rigorous scientific research to raise awareness about animal homosexuality.
no	between X and Y	poor	indigent	poor - rich	between (\bpoor) and (?!rich)(\b\w+)	 The line 	between poor and indigent	 is drawn over such things as missing shoelaces and @ @ @ @ @ @ @ @ @ @ people, and children go barefoot.
no	X and Y	heavy	difficult	heavy - light	(\bheavy) and (?!light)(\b\w+)	 The sections are 	heavy and difficult	 to maneuver.
no	X and Y	dull	soft	hard - soft	(?!hard)(\b\w+) and (\bsoft)	 They are the opposite @ @ @ @ @ @ @ @ @ @ They're like towels too often laundered: 	dull and soft	, transparent in places, of no use but to buff a car.
no	X and Y	large	fine	large - small	(\blarge) and (?!small)(\b\w+)	 He loves the way his wife dances, the 	large and fine	 movements of her body, even her mouth, puckering and grimacing with the beat.
no	X and Y	dead	injured	alive - dead	(\bdead) and (?!alive)(\b\w+)	 What I could see and hear were the 	dead and injured	 horses all about, heads and legs thrusting skyways with the fires agleam behind them.
no	X and Y	long	unworthy	long - short	(\blong) and (?!short)(\b\w+)	 There, from the beginning, my face would forever be wrinkled and 	long and unworthy	 of the time it took to conceive it.
no	X and Y	wrinkled	long	long - short	(?!short)(\b\w+) and (\blong)	 There, from the beginning, my face would forever be 	wrinkled and long	 and unworthy of the time it took to conceive it.
no	X and Y	hoarse	low	high - low	(?!high)(\b\w+) and (\blow)	 Musical and elegant, yet strangely 	hoarse and low	.
no	X and Y	good	generous	bad - good	(\bgood) and (?!bad)(\b\w+)	 Mate 3: Now, there was a 	good and generous	 heart, eager to infect us all with his joy of life.
no	X and Y	mean	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 Do these writers realize how 	mean and wrong	 they are?
no	X and Y	alive	well	alive - dead	(\balive) and (?!dead)(\b\w+)	 He was 	alive and well	 in a better place than this.
yes	both X and Y	good	bad	bad - good	both (good) and (bad)	 Mopane, spicier than the usual camelthorn acacia-more like mesquite-but more subtle, evoking memories of times and places 	both good and bad	.
no	X or Y	noble	rich	poor - rich	(?!poor)(\b\w+) or (\brich)	 He was in his late twenties and obviously 	noble or rich	 from his dress and demeanor.
no	X and Y	public	genteel	private - public	(\bpublic) and (?!private)(\b\w+)	 This time she had been truly raped without a stitch of clothing touched-utterly humiliated in front of her friends in a format so 	public and genteel	 that she could n't even have thought of screaming.
no	X and Y	tall	light	heavy - light	(?!heavy)(\b\w+) and (\blight)	 " The man, 	tall and light	 haired with a bushy mustache and an easygoing manner, squinted and smiled.
no	X and Y	naked	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 " Liz suddenly felt 	naked and cold	.
no	X and Y	small	intense	large - small	(\bsmall) and (?!large)(\b\w+)	 " It seems impossibly 	small and intense	.
no	X and Y	old	feeble	new - old	(\bold) and (?!new)(\b\w+)	 " When deer become 	old and feeble	, they hurt a lot.
no	X and Y	high	strident	high - low	(\bhigh) and (?!low)(\b\w+)	 When Joanna picked up the children at school the next day, Lauren's voice was 	high and strident	 from the back seat.
no	X and Y	thick	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 And as 	thick and heavy	 as the mist was, he was n't sure they'd be able to hit the enemy until they were really close.
no	X and Y	light	eager	heavy - light	(\blight) and (?!heavy)(\b\w+)	 I sounded my words out 	light and eager	, trying to disguise my unconfident apprehension.
no	X and Y	difficult	expensive	difficult - easy	(\bdifficult) and (?!easy)(\b\w+)	 " For not only do the objects themselves extort fat prices, but a discriminating taste for them is 	difficult and expensive	 to acquire.
no	X and Y	delicious	wrong	right - wrong	(?!right)(\b\w+) and (\bwrong)	 He had trouble making eye contact, much less offering any coherent noise; and his worst enemy was his own infected brain, constantly inventing ways to think about matters 	delicious and wrong	.
no	X and Y	weak	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 " Ted felt 	weak and cold	.
no	X and Y	hot	thirsty	cold - hot	(\bhot) and (?!cold)(\b\w+)	 But the hunt managed to hold everybody's interest for nearly an hour, leaving the three of them 	hot and thirsty	, and ready for some new adventure.
no	X or Y	rich	special	poor - rich	(\brich) or (?!poor)(\b\w+)	 His clothes were n't 	rich or special	.
no	X and Y	large	wide	large - small	(\blarge) and (?!small)(\b\w+)	 " Ulrich was 	large and wide	, his shaggy blond hair worn long.
yes	neither X nor Y	hot	cold	cold - hot	neither (hot) nor (cold)	 The place was 	neither hot nor cold	, but warm enough for comfort, the light neither too bright nor too dim.
no	neither X nor Y	tiny	slow	fast - slow	neither (?!fast)(\b\w+) nor (\bslow)	 But Bandar knew that it was 	neither tiny nor slow	, it was the great Worm, and it was coming to devour Harkless and return the Old Sea to a population of one.
no	X and Y	alive	aware	alive - dead	(\balive) and (?!dead)(\b\w+)	 " Arboghast was eager to take him 	alive and aware	.
no	X and Y	heavy	familiar	heavy - light	(\bheavy) and (?!light)(\b\w+)	 Big's pistol, when I pulled it out, " felt 	heavy and familiar	, comfortable.
no	X and Y	true	final	false - true	(\btrue) and (?!false)(\b\w+)	 The chosen one was being shown the 	true and final	 shape of things.
no	X and Y	cold	bright	cold - hot	(\bcold) and (?!hot)(\b\w+)	 It was a fine morning, 	cold and bright	, the sky blue and endless right down to the horizon, and everything below shining with frost.
no	X and Y	large	great	large - small	(\blarge) and (?!small)(\b\w+)	 Something I knew was 	large and great	 would have happened.
no	X and Y	old	dwindling	new - old	(\bold) and (?!new)(\b\w+)	 He was getting 	old and dwindling	 as everybody does, as I was myself.
no	X and Y	gusty	short	long - short	(?!long)(\b\w+) and (\bshort)	 Her breath was 	gusty and short	.
yes	X and Y	happy	sad	happy - sad	(happy) and (sad)	 " Later she'll feel that way, 	happy and sad	 all jumbled up together.
no	X and Y	strong	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 He feels 	strong and happy	.
no	X and Y	simple	true	false - true	(?!false)(\b\w+) and (\btrue)	 Miles, this book is 	simple and true	 and full of the drama of real life.
no	X and Y	true	full	false - true	(\btrue) and (?!false)(\b\w+)	 Miles, this book is simple and 	true and full	 of the drama of real life.
no	X and Y	sad	reluctant	happy - sad	(\bsad) and (?!happy)(\b\w+)	 " He managed to sound 	sad and reluctant	, as if it had really not been something he wanted to do.
no	X and Y	old	unsuccessful	new - old	(\bold) and (?!new)(\b\w+)	 In the end, he had managed to imply that I'd somehow taken advantage of his generosity to an 	old and unsuccessful	 friend in order to betray him.
no	X and Y	dead	penetrating	alive - dead	(\bdead) and (?!alive)(\b\w+)	 A 	dead and penetrating	 cold enveloped me the moment I entered, and a surge of fear nearly overcame me.
no	X and Y	easy	pleasant	difficult - easy	(\beasy) and (?!difficult)(\b\w+)	 Life was 	easy and pleasant	.
no	X and Y	old	tired	new - old	(\bold) and (?!new)(\b\w+)	 The night had been hard on her face; she looked 	old and tired	.
no	X and Y	dull	heavy	heavy - light	(?!light)(\b\w+) and (\bheavy)	 " Two sentences in, and his brain already felt 	dull and heavy	.
yes	X and Y	large	small	large - small	(large) and (small)	 The side that lay by the dock was a wall of lustrous wood, pierced by windows 	large and small	, each bordered by polished metal.
no	X and Y	secure	happy	happy - sad	(?!sad)(\b\w+) and (\bhappy)	 Something about the scene outside disturbed him, so Bandar told him to think instead of the place where he had been most 	secure and happy	.
no	X and Y	solid	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 " The metal bar was 	solid and cold	 under my hands as I slammed it down, burst through the fire doors and stepped into the cool night air.
no	X and Y	long	powerful	long - short	(\blong) and (?!short)(\b\w+)	 Their legs were 	long and powerful	, ending in splayed hairless feet with spoon-shaped leathery digits.
yes	X or Y	true	false	false - true	(true) or (false)	 People love not knowing whether their news is 	true or false	.
no	X and Y	cold	lonely	cold - hot	(\bcold) and (?!hot)(\b\w+)	 The author's name, a guilty pleasure, lay before me as a dare upon the 	cold and lonely	 floor.
no	X and Y	large	noble	large - small	(\blarge) and (?!small)(\b\w+)	 " " Lord, " said Merlin, " you speak like a worthy king with a very 	large and noble	 heart.
no	X and Y	wealthy	poor	poor - rich	(?!rich)(\b\w+) and (\bpoor)	 He sees the faces of children and old people, women and men, 	wealthy and poor	 people.
no	X and Y	old	tired	new - old	(\bold) and (?!new)(\b\w+)	 He looked 	old and tired	.
yes	X and Y	good	bad	bad - good	(good) and (bad)	 " I was made to love those who made me and that love, along with so much 	good and bad	, has survived its " creators.
no	X and Y	dry	stiff	dry - wet	(\bdry) and (?!wet)(\b\w+)	 As usual under these circumstances, his blink reflex ceased and his eyes soon felt 	dry and stiff	.
no	X and Y	long	skinny	long - short	(\blong) and (?!short)(\b\w+)	 " From the bag, he next withdrew a 	long and skinny	 black object terminating in a spike.
no	X and Y	new	astonishing	new - old	(\bnew) and (?!old)(\b\w+)	 I'm actually here to reveal some 	new and astonishing	 discoveries by my Order, the Scientific Esscnes.
no	X and Y	cool	dry	dry - wet	(?!wet)(\b\w+) and (\bdry)	 Her scales were 	cool and dry	, like polished wood or a stone.
no	X and Y	low	eager	high - low	(\blow) and (?!high)(\b\w+)	 " A 	low and eager	 whisper filled the room, and I leaned forward.
no	X and Y	sad	pathetic	happy - sad	(\bsad) and (?!happy)(\b\w+)	 Sure, ogling women on a cheap, tiny HV set was 	sad and pathetic	, but so was his love life.
no	X and Y	low	dangerous	high - low	(\blow) and (?!high)(\b\w+)	 " Mind your own business, Manny, " said Big Carl, his voice 	low and dangerous	.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 The implant networks allowed the citizens to make their feelings clear: laws applied to the 	rich and powerful	 as well as the common poor.
no	X and Y	moral	good	bad - good	(?!bad)(\b\w+) and (\bgood)	 Beings who are almost perfectly 	moral and good	.
no	X and Y	small	painful	large - small	(\bsmall) and (?!large)(\b\w+)	 " People can learn from experience, but often only by 	small and painful	 steps.
yes	neither X nor Y	dead	alive	alive - dead	neither (dead) nor (alive)	 Grace had once told him about Schrodinger's cat, which was 	neither dead nor alive	 but half of each until quantum mechanics determined which would be the case.
no	X and Y	high	far	high - low	(\bhigh) and (?!low)(\b\w+)	 His cousin leapt 	high and far	 and struck with a cannonball splash that disrupted the lake's surface far more effectively than any of Wynsten's pebbles.
no	X and Y	nice	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Then they fused the chunks into bergs that would n't break up under thrust and coated them with reflecting film to keep them 	nice and cold	.
no	X and Y	good	honest	bad - good	(\bgood) and (?!bad)(\b\w+)	 A tall, well-built youth with a 	good and honest	 heart, he loved to sing and play simple homemade instruments.
no	X and Y	low	fierce	high - low	(\blow) and (?!high)(\b\w+)	 " Rafie's voice was 	low and fierce	.
no	X and Y	small	solid	large - small	(\bsmall) and (?!large)(\b\w+)	 Crafted for thought and action, bound by walls of flesh and bone, her body was too 	small and solid	 to contain so great an expanse of feeling.
no	X and Y	slow	stupid	fast - slow	(\bslow) and (?!fast)(\b\w+)	 All the people around me seem unbearably 	slow and stupid	 and completely incapable of movement.
no	X and Y	free	low	high - low	(?!high)(\b\w+) and (\blow)	 They're tax-	free and low	 risk, he was about to add, a sucker for his own RR.
no	X and Y	short	spiky	long - short	(\bshort) and (?!long)(\b\w+)	 She had dark hair, cut 	short and spiky	, and a nervous manner @ @ @ @ @ @ @ @ @ @ mug of water's going spare, " I told her, " If you want it?
no	X and Y	hard	black	hard - soft	(\bhard) and (?!soft)(\b\w+)	 Whatever you make with this fabrikator, it's 	hard and black	, and you ca n't paint it, and it belongs by rights inside some sick person.
no	X and Y	simple	easy	difficult - easy	(?!difficult)(\b\w+) and (\beasy)	 Then you'd see how 	simple and easy	 regulatory adoption can be!
no	X and Y	large	generous	large - small	(\blarge) and (?!small)(\b\w+)	 With the political judo typical of the region, the honest politician wangled a 	large and generous	 support grant from the Europeans - basically, in order to investigate himself.
no	X and Y	dead	wounded	alive - dead	(\bdead) and (?!alive)(\b\w+)	 We had taken our 	dead and wounded	 and retreated to The Hollow, which was the nearest thing we had found to a defensible position.
no	X and Y	light	strong	heavy - light	(\blight) and (?!heavy)(\b\w+)	 Rockwood is 	light and strong	.
no	X and Y	old	rich	poor - rich	(?!poor)(\b\w+) and (\brich)	 They were very 	old and rich	 and powerful, and each was convinced that their way of doing things was the best way.
no	X and Y	rich	powerful	poor - rich	(\brich) and (?!poor)(\b\w+)	 They were very old and 	rich and powerful	, and each was convinced that their way of doing things was the best way.
no	X and Y	slippery	difficult	difficult - easy	(?!easy)(\b\w+) and (\bdifficult)	 My limbs were weak from days without food, and the rungs of the ladder were 	slippery and difficult	.
no	X and Y	small	neat	large - small	(\bsmall) and (?!large)(\b\w+)	 It was 	small and neat	 and the spear had missed the bone, but it was still a ghastly sight.
no	X or Y	mad	dead	alive - dead	(?!alive)(\b\w+) or (\bdead)	 I felt as if I had fallen into one of those tales where a man awakes from sleep and finds that everyone he knew is aged or 	mad or dead	.
no	X and Y	dry	dead	alive - dead	(?!alive)(\b\w+) and (\bdead)	 The grass is 	dry and dead	.
no	X and Y	high	yellow	high - low	(\bhigh) and (?!low)(\b\w+)	 Anywhere else, the dry grass would have been waist-	high and yellow	.
no	X and Y	cold	white	cold - hot	(\bcold) and (?!hot)(\b\w+)	 The mountains to the west are 	cold and white	 and glistening, the sun paints the slopes with a blinding glare.
yes	X or Y	male	female	female - male	(male) or (female)	 A dot so small that it is n't 	male or female	 or young or old; it is just smiling.
no	X and Y	male	furious	female - male	(\bmale) and (?!female)(\b\w+)	 From high in the hills, we heard yelling and then an incoherent young voice, 	male and furious	.
no	X and Y	slow	careful	fast - slow	(\bslow) and (?!fast)(\b\w+)	 And his voice was usually 	slow and careful	, as if his words needed to be examined, singly and together, before any sentence could be shown to the world.
no	X or Y	female	young	female - male	(\bfemale) or (?!male)(\b\w+)	 A dot so small that it is n't male or 	female or young	 or old; it is just smiling.
no	X or Y	young	old	new - old	(?!new)(\b\w+) or (\bold)	 A dot so small that it is n't male or female or 	young or old	; it is just smiling.
no	X and Y	heavy	jagged	heavy - light	(\bheavy) and (?!light)(\b\w+)	 The contents are 	heavy and jagged	 as bricks.
no	X and Y	new	strange	new - old	(\bnew) and (?!old)(\b\w+)	 In her eyes was kindled a 	new and strange	 emotion, not of sadness or anger but rather of irrepressible jealousy.
no	X and Y	old	familiar	new - old	(\bold) and (?!new)(\b\w+)	 " Shunkichi lit a cigarette, an 	old and familiar	 look in his eyes.
no	X and Y	shadowy	hard	hard - soft	(?!soft)(\b\w+) and (\bhard)	 It's 	shadowy and hard	 to see.
no	X and Y	small	manageable	large - small	(\bsmall) and (?!large)(\b\w+)	 If you do n't name it, you keep it 	small and manageable	.
no	X or Y	private	serious	private - public	(\bprivate) or (?!public)(\b\w+)	 Whatever the conversation between the two women has been, it comes to a halt, but evidently not because what they were talking about was either so 	private or serious	.
no	X and Y	good	long	bad - good	(\bgood) and (?!bad)(\b\w+)	 They were going to talk about it 	good and long	 and Ladonna would have to listen.
no	X and Y	cold	wet	dry - wet	(?!dry)(\b\w+) and (\bwet)	 There was nothing to do but try to sleep, which maybe Ladonna did for an hour or so until Lance came in from the tent, crying how he was 	cold and wet	.
no	X and Y	dark	cold	cold - hot	(?!hot)(\b\w+) and (\bcold)	 Generally the British were regarded as fuel; without them many a factory would have stood 	dark and cold	.
no	X and Y	hard	cold	hard - soft	(\bhard) and (?!soft)(\b\w+)	 The leather seat felt 	hard and cold	 through my pedal pushers.
no	X and Y	happy	creative	happy - sad	(\bhappy) and (?!sad)(\b\w+)	 If @ @ @ @ @ @ @ @ @ @ crazy, whereas if you have lots of it you're full and 	happy and creative	 almost to the point of being the littlest bit dangerous.
