class	pattern	X_found	Y_found	pair	query	sent_id	context_pre	costr	context_post	text
yes	both X and Y	large	small	large - small	both (large) and (small)	13484	 Far more important has been the growing international demand for Canadian cultural goods and services, and acceptance by individual artists and companies, 	both large and small	, of the challenge of the global marketplace.	 Far more important has been the growing international demand for Canadian cultural goods and services, and acceptance by individual artists and companies,  both large and small , of the challenge of the global marketplace.
yes	both X and Y	large	small	large - small	both (large) and (small)	668	" "" After the success of the Micra, Nissan is considering CVT for "	both large and small	" cars, "" he noted."	" "" After the success of the Micra, Nissan is considering CVT for  both large and small  cars, "" he noted."
yes	both X and Y	small	large	large - small	both (small) and (large)	25152	 Its deteriorating appearance results from abandoned buildings, vacant parcels and parking lots, yet there are many sound buildings, 	both small and large	, some of architectural and historic significance.	 Its deteriorating appearance results from abandoned buildings, vacant parcels and parking lots, yet there are many sound buildings,  both small and large , some of architectural and historic significance.
yes	both X and Y	large	small	large - small	both (large) and (small)	9201	 Before you ask, I have run businesses 	both large and small	.	 Before you ask, I have run businesses  both large and small .
yes	both X and Y	large	small	large - small	both (large) and (small)	1003	" "" Combinations of forts, swings, slides, and playhouses are available nationwide from "	both large and small	 manufacturers.	" "" Combinations of forts, swings, slides, and playhouses are available nationwide from  both large and small  manufacturers."
yes	both X and Y	large	small	large - small	both (large) and (small)	9859	 But MongoDB was one of a few NoSQL databases designed to be used in 	both large and small	 projects.	 But MongoDB was one of a few NoSQL databases designed to be used in  both large and small  projects.
yes	both X and Y	large	small	large - small	both (large) and (small)	43948	 We had conversations with about a thousand of our member companies, 	both large and small	.	 We had conversations with about a thousand of our member companies,  both large and small .
yes	both X and Y	small	large	large - small	both (small) and (large)	44250	 We wait for the cues and signals, 	both small and large	, that will reveal the intentions, proclivities, and (dare I say it?	 We wait for the cues and signals,  both small and large , that will reveal the intentions, proclivities, and (dare I say it?
yes	both X and Y	small	large	large - small	both (small) and (large)	36498	 The in-situ inspection transmits real-time color video in 	both small and large	 diameter pipelines or tunnels.	 The in-situ inspection transmits real-time color video in  both small and large  diameter pipelines or tunnels.
yes	both X and Y	large	small	large - small	both (large) and (small)	43627	 WIRE BASKET: BAGLEY @ @ @ @ @ @ @ @ @ @ felt in ways 	both large and small	.	 WIRE BASKET: BAGLEY @ @ @ @ @ @ @ @ @ @ felt in ways  both large and small .
yes	both X and Y	small	large	large - small	both (small) and (large)	40169	 These results suggest that Nmb is expressed in 	both small and large	 diameter DRG neurons, but most Nmb + neurons have small-diameter somata.	 These results suggest that Nmb is expressed in  both small and large  diameter DRG neurons, but most Nmb + neurons have small-diameter somata.
yes	both X and Y	small	large	large - small	both (small) and (large)	8880	 Banks, 	both small and large	, need experienced vendors that can provide a web portal solution with a short time-to-market.	 Banks,  both small and large , need experienced vendors that can provide a web portal solution with a short time-to-market.
yes	both X and Y	large	small	large - small	both (large) and (small)	28625	 On average, undeveloped reserves among 	both large and small	 oil drillers followed by Spohn's outfit come in at 23% of total reserves.	 On average, undeveloped reserves among  both large and small  oil drillers followed by Spohn's outfit come in at 23% of total reserves.
yes	both X and Y	large	small	large - small	both (large) and (small)	35075	 The associated shame has at times controlled their lives, impacting decisions 	both large and small	, from whether to venture outside on a windy day to whether to marry.	 The associated shame has at times controlled their lives, impacting decisions  both large and small , from whether to venture outside on a windy day to whether to marry.
yes	both X and Y	large	small	large - small	both (large) and (small)	7620	 And with the numerous bodies of water -- 	both large and small	 -- New York State has to offer anglers, there are plenty of opportunities to go it alone or take the family.	 And with the numerous bodies of water --  both large and small  -- New York State has to offer anglers, there are plenty of opportunities to go it alone or take the family.
yes	both X and Y	small	large	large - small	both (small) and (large)	48314	) So, the idea that it's only been 50 years, and I'm turning 30 in just two years, seems 	both small and large	 at the same time.	) So, the idea that it's only been 50 years, and I'm turning 30 in just two years, seems  both small and large  at the same time.
yes	both X and Y	large	small	large - small	both (large) and (small)	24665	 It's a rather dry, textbook-like chronicle of historical events 	both large and small	.	 It's a rather dry, textbook-like chronicle of historical events  both large and small .
yes	either X or Y	small	large	large - small	either (small) or (large)	4290	 3 steel proved the best all-around duck load (for hunting where 	either small or large	 species may come over) and that BBB is best for most sizes and species of geese.	 3 steel proved the best all-around duck load (for hunting where  either small or large  species may come over) and that BBB is best for most sizes and species of geese.
yes	either X or Y	small	large	large - small	either (small) or (large)	34880	 The action is also intended to achieve a specific positive environmental outcome, 	either small or large	 (Emmons, 1994).	 The action is also intended to achieve a specific positive environmental outcome,  either small or large  (Emmons, 1994).
yes	either X or Y	large	small	large - small	either (large) or (small)	3684	 (b) Small sandboxescan be located in 	either large or small	 playrooms.	 (b) Small sandboxescan be located in  either large or small  playrooms.
yes	either X or Y	small	large	large - small	either (small) or (large)	27967	 Nonlinear theory says that @ @ @ @ @ @ @ @ @ @ push can produce 	either small or large	 oscillations.	 Nonlinear theory says that @ @ @ @ @ @ @ @ @ @ push can produce  either small or large  oscillations.
yes	either too X or too Y	large	small	large - small	either too (large) or too (small)	39187	" Then said he to himself, "" Whose ever foot this shoe exactly fits, without being "	either too large or too small	, I will take her for my wife.	" Then said he to himself, "" Whose ever foot this shoe exactly fits, without being  either too large or too small , I will take her for my wife."
yes	either too X or too Y	large	small	large - small	either too (large) or too (small)	5618	 According to the 2010 census, there are 5912 people over 18 in San Miguel (which is 	either too large or too small	 today).	 According to the 2010 census, there are 5912 people over 18 in San Miguel (which is  either too large or too small  today).
yes	from X to Y	large	small	large - small	from (large) to (small)	2450	" "" Soon after, she began to vary her steps "	from large to small	", and little mincing steps were "" very small."	" "" Soon after, she began to vary her steps  from large to small , and little mincing steps were "" very small."
yes	from X to Y	large	small	large - small	from (large) to (small)	36399	 The horizontal axis represents a continuum from physical to social structure and processes, and the vertical axis represents a continuum of scale 	from large to small	.	 The horizontal axis represents a continuum from physical to social structure and processes, and the vertical axis represents a continuum of scale  from large to small .
yes	from X to Y	large	small	large - small	from (large) to (small)	30647	 Regions are much more complex arrangements than the one-way progression 	from large to small	.	 Regions are much more complex arrangements than the one-way progression  from large to small .
yes	from X to Y	small	large	large - small	from (small) to (large)	8797	 Award amounts range 	from small to large	 sums, so @ @ @ @ @ @ @ @ @ @ tuition costs, or bear the brunt of your costs.	 Award amounts range  from small to large  sums, so @ @ @ @ @ @ @ @ @ @ tuition costs, or bear the brunt of your costs.
yes	from X to Y	small	large	large - small	from (small) to (large)	38020	 The same is true for governments, which have a different set of capabilities and constraints from individuals, households and businesses that also vary 	from small to large	 and from the local to the federal level.	 The same is true for governments, which have a different set of capabilities and constraints from individuals, households and businesses that also vary  from small to large  and from the local to the federal level.
yes	from X to Y	large	small	large - small	from (large) to (small)	18749	 I imagine all manner of these reactors 	from large to small	, integrated into our cities and industrial facilities.	 I imagine all manner of these reactors  from large to small , integrated into our cities and industrial facilities.
yes	from X to Y	small	large	large - small	from (small) to (large)	43186	 UNLIKE WATER OR SPACE HEATING, a home's total electrical usage is the sum of many footprints, 	from small to large	.	 UNLIKE WATER OR SPACE HEATING, a home's total electrical usage is the sum of many footprints,  from small to large .
yes	from X to Y	small	large	large - small	from (small) to (large)	33266	 Students copy stars (in pencil) and patterns 	from small to large	 map section by section.	 Students copy stars (in pencil) and patterns  from small to large  map section by section.
yes	from X to Y	large	small	large - small	from (large) to (small)	15022	 HOW TO MEET IN THE MIDDLE To get him to reminisce with you, start by recalling the factual parts of the event, 	from large to small	.	 HOW TO MEET IN THE MIDDLE To get him to reminisce with you, start by recalling the factual parts of the event,  from large to small .
yes	from X to Y	large	small	large - small	from (large) to (small)	16493	 Her gardens range 	from large to small	, from Buckhead mansions to Midtown terraces, all with one thing in common: They must be not only beautiful but also practical.	 Her gardens range  from large to small , from Buckhead mansions to Midtown terraces, all with one thing in common: They must be not only beautiful but also practical.
yes	from X to Y	small	large	large - small	from (small) to (large)	38732	 The vast social and moral significance attached to the temporary shift 	from small to large	 female waists around 1913 has always been laughable.	 The vast social and moral significance attached to the temporary shift  from small to large  female waists around 1913 has always been laughable.
yes	from X to Y	small	large	large - small	from (small) to (large)	33565	 TIN CANISTERS Painted containers from the 1930s and'40s usually came in sets ranging 	from small to large	.	 TIN CANISTERS Painted containers from the 1930s and'40s usually came in sets ranging  from small to large .
yes	from X to Y	small	large	large - small	from (small) to (large)	39105	 Their wavering reflections grew 	from small to large	 as they all approached the mirrored windows.	 Their wavering reflections grew  from small to large  as they all approached the mirrored windows.
yes	from X to Y	small	large	large - small	from (small) to (large)	38440	 The surface of the table unfolds like a puzzle and goes 	from small to large	 with @ @ @ @ @ @ @ @ @ @ underneath the main tabletop.	 The surface of the table unfolds like a puzzle and goes  from small to large  with @ @ @ @ @ @ @ @ @ @ underneath the main tabletop.
yes	from X to Y	small	large	large - small	from (small) to (large)	14013	 For example, a catching station should have balls ranging in size 	from small to large	, from light to heavy, and from foam to rubber.	 For example, a catching station should have balls ranging in size  from small to large , from light to heavy, and from foam to rubber.
yes	from X to Y	small	large	large - small	from (small) to (large)	31110	 Scientists call the rate at which these fluctuations change 	from small to large	" scales the "" spectral index."	" Scientists call the rate at which these fluctuations change  from small to large  scales the "" spectral index."
yes	from X to Y	small	large	large - small	from (small) to (large)	43837	 We came to the conclusion that you must cover the full segment of cars and trucks, 	from small to large	.	 We came to the conclusion that you must cover the full segment of cars and trucks,  from small to large .
yes	from X to Y	small	large	large - small	from (small) to (large)	30587	 Recipes progress from simple to complex, and 	from small to large	 dishes.	 Recipes progress from simple to complex, and  from small to large  dishes.
yes	from X to Y	small	large	large - small	from (small) to (large)	31435	 She got right back in the groove and for two solid years she has been in our community at every event 	from small to large	.	 She got right back in the groove and for two solid years she has been in our community at every event  from small to large .
yes	from X to Y	large	small	large - small	from (large) to (small)	37263	 The ones listed in the chart give a range of sizes 	from large to small	.	 The ones listed in the chart give a range of sizes  from large to small .
yes	from X to Y	small	large	large - small	from (small) to (large)	40503	 They come in different sizes, too, 	from small to large	.	 They come in different sizes, too,  from small to large .
yes	from X to Y	large	small	large - small	from (large) to (small)	29981	 Photograph // Build your tower of couplings 	from large to small	.	 Photograph // Build your tower of couplings  from large to small .
yes	how X or Y	large	small	large - small	how (large) or (small)	1769	" "" It did not matter "	how large or small	 the business, it should be good for society as a whole.	" "" It did not matter  how large or small  the business, it should be good for society as a whole."
yes	how X or Y	large	small	large - small	how (large) or (small)	9430	 Blessings to each and every one of you, no matter 	how large or small	 your contribution!	 Blessings to each and every one of you, no matter  how large or small  your contribution!
yes	how X or Y	large	small	large - small	how (large) or (small)	23734	 It obviously elicited a response from you -- no matter 	how large or small	 -- so I did my job.	 It obviously elicited a response from you -- no matter  how large or small  -- so I did my job.
yes	how X or Y	large	small	large - small	how (large) or (small)	17905	 I am not gon @ @ @ @ @ @ @ @ @ @, or 	how large or small	 is your peer group.	 I am not gon @ @ @ @ @ @ @ @ @ @, or  how large or small  is your peer group.
yes	how X or Y	small	large	large - small	how (small) or (large)	12386	 Do they exercise good decision-making skills no matter 	how small or large	 the decision?	 Do they exercise good decision-making skills no matter  how small or large  the decision?
yes	how X or Y	large	small	large - small	how (large) or (small)	41975	 This result is, as we have emphasized, independent of 	how large or small	 P(FN) is.	 This result is, as we have emphasized, independent of  how large or small  P(FN) is.
yes	how X or Y	large	small	large - small	how (large) or (small)	45902	 With oblique light, every ridge casts shadows in its adjacent valley, no matter 	how large or small	 the subject is.	 With oblique light, every ridge casts shadows in its adjacent valley, no matter  how large or small  the subject is.
yes	how X or Y	large	small	large - small	how (large) or (small)	45184	 When you think about it, no business no matter 	how large or small	 will stay in business if the consumer does not support it by purchasing its goods or services.	 When you think about it, no business no matter  how large or small  will stay in business if the consumer does not support it by purchasing its goods or services.
yes	how X or Y	large	small	large - small	how (large) or (small)	33558	 THE WATCHDOGS THAT DID N'T BARK Every mutual fund, no matter 	how large or small	", has a board of directors (or "" trustees "")."	" THE WATCHDOGS THAT DID N'T BARK Every mutual fund, no matter  how large or small , has a board of directors (or "" trustees "")."
yes	how X or Y	large	small	large - small	how (large) or (small)	11005	 By dividing the estimate of the between-schools variance by that of the total variance, an intraclass correlation rho was obtained (Kish, 1965) that signified 	how large or small	 the differences between schools were proportionally.	 By dividing the estimate of the between-schools variance by that of the total variance, an intraclass correlation rho was obtained (Kish, 1965) that signified  how large or small  the differences between schools were proportionally.
yes	how X or Y	large	small	large - small	how (large) or (small)	25740	 Left to its own devices, the economy -- no matter 	how large or small	 -- always inflicts some unfairness on those who do n't own a lot of stock.	 Left to its own devices, the economy -- no matter  how large or small  -- always inflicts some unfairness on those who do n't own a lot of stock.
yes	how X or Y	large	small	large - small	how (large) or (small)	46699	 You will increase your search engine rankings by including a site map, no matter 	how large or small	 your site.	 You will increase your search engine rankings by including a site map, no matter  how large or small  your site.
yes	how X or Y	large	small	large - small	how (large) or (small)	15713	 He loves to give recognizion, no matter 	how large or small	.	 He loves to give recognizion, no matter  how large or small .
yes	how X or Y	small	large	large - small	how (small) or (large)	34083	 That's a formula for defeat if there ever was one, no matter 	how small or large	 the scale of operation.	 That's a formula for defeat if there ever was one, no matter  how small or large  the scale of operation.
yes	how X or Y	large	small	large - small	how (large) or (small)	22759	 It always feels good when you stick with something because each success, no matter 	how large or small	, helps to keep you moving towards your goal.	 It always feels good when you stick with something because each success, no matter  how large or small , helps to keep you moving towards your goal.
yes	how X or Y	large	small	large - small	how (large) or (small)	27706	 Newtonian gravity describes the force of attraction between any two objects anywhere in the universe, no matter where they are found, what they are made of, or 	how large or small	 they may be.	 Newtonian gravity describes the force of attraction between any two objects anywhere in the universe, no matter where they are found, what they are made of, or  how large or small  they may be.
yes	how X or Y	large	small	large - small	how (large) or (small)	45146	 When we speak sincerely to Him, He will answer us through His Spirit and help us through our problems, no matter 	how large or small	.	 When we speak sincerely to Him, He will answer us through His Spirit and help us through our problems, no matter  how large or small .
yes	how X or Y	large	small	large - small	how (large) or (small)	17906	 I am not gon na be a dick and speculate about who you know, or 	how large or small	 is your peer group.	 I am not gon na be a dick and speculate about who you know, or  how large or small  is your peer group.
yes	neither X nor Y	large	small	large - small	neither (large) nor (small)	38453	 The swell of her breasts was 	neither large nor small	.	 The swell of her breasts was  neither large nor small .
yes	whether X or Y	large	small	large - small	whether (large) or (small)	27084	 Most meteoroids, 	whether large or small	 @ @ @ @ @ @ @ @ @ @ velocity needed to escape from the Solar System, 42 kilometers per second (26 miles per second).	 Most meteoroids,  whether large or small  @ @ @ @ @ @ @ @ @ @ velocity needed to escape from the Solar System, 42 kilometers per second (26 miles per second).
yes	whether X or Y	large	small	large - small	whether (large) or (small)	48454	", "" topolect "" -- "	whether large or small	).	", "" topolect "" --  whether large or small )."
yes	whether X or Y	small	large	large - small	whether (small) or (large)	4060	 // Whatever tasks Yette sets out to perform, 	whether small or large	, require her to exercise an enormous amount of patience.	 // Whatever tasks Yette sets out to perform,  whether small or large , require her to exercise an enormous amount of patience.
yes	whether X or Y	large	small	large - small	whether (large) or (small)	48963	Every girl ought to have a lozenge pattern Juicy Couture package 	whether large or small	.	Every girl ought to have a lozenge pattern Juicy Couture package  whether large or small .
yes	whether X or Y	small	large	large - small	whether (small) or (large)	27659	 Nevertheless, the success of any group that has experienced oppression must develop communities around the principle of business enterprise, 	whether small or large	.	 Nevertheless, the success of any group that has experienced oppression must develop communities around the principle of business enterprise,  whether small or large .
yes	whether X or Y	small	large	large - small	whether (small) or (large)	44113	 We need a one size fits all 	whether small or large	 system as in the end we must support them all.	 We need a one size fits all  whether small or large  system as in the end we must support them all.
yes	whether X or Y	large	small	large - small	whether (large) or (small)	31208	 Seminaries, 	whether large or small	, conservative or liberal, have more in common with each other than with the churches they serve.	 Seminaries,  whether large or small , conservative or liberal, have more in common with each other than with the churches they serve.
yes	whether X or Y	small	large	large - small	whether (small) or (large)	48954	As if everyone had a part in it 	whether small or large	.	As if everyone had a part in it  whether small or large .
yes	X and Y	long	short	long - short	(long) and (short)	34214	 The 	long and short	" of it being we were not necessarily talking about our own area of "" expertise ""."	" The  long and short  of it being we were not necessarily talking about our own area of "" expertise ""."
yes	X and Y	long	short	long - short	(long) and (short)	34221	 The 	long and short	" of why she chose it: "" It's simple."	" The  long and short  of why she chose it: "" It's simple."
yes	X and Y	short	long	long - short	(short) and (long)	30146	 Politically, in both the 	short and long	 term, allowing the ACA to stand judicially is probably a conservative's best bet.	 Politically, in both the  short and long  term, allowing the ACA to stand judicially is probably a conservative's best bet.
yes	X and Y	short	long	long - short	(short) and (long)	21252	 In addition, their 	short and long	 term memory were improved and they complained less about sleep disturbances and showed longer periods of alertness during the day.	 In addition, their  short and long  term memory were improved and they complained less about sleep disturbances and showed longer periods of alertness during the day.
yes	X and Y	short	long	long - short	(short) and (long)	34008	 That suspension is reportedly being updated on the 1995 Explorer by an independent front suspension that uses 	short and long	 arms, which likely will be shared with most Ford light trucks and sport utilities.	 That suspension is reportedly being updated on the 1995 Explorer by an independent front suspension that uses  short and long  arms, which likely will be shared with most Ford light trucks and sport utilities.
yes	X and Y	short	long	long - short	(short) and (long)	7779	 Any attack on Iran of sufficient scale to significantly damage its nuclear program would have rolling consequences both in the 	short and long	 term.	 Any attack on Iran of sufficient scale to significantly damage its nuclear program would have rolling consequences both in the  short and long  term.
yes	X and Y	long	short	long - short	(long) and (short)	34218	 The 	long and short	 of it is that because of this point and shoot cameras need to work at slower ISO levels which means that they produce'noisier'(or more grainy) shots.	 The  long and short  of it is that because of this point and shoot cameras need to work at slower ISO levels which means that they produce'noisier'(or more grainy) shots.
yes	X and Y	short	long	long - short	(short) and (long)	30606	 Reducing federal investments in port related infrastructure would be detrimental for our country, both in the 	short and long	 term.	 Reducing federal investments in port related infrastructure would be detrimental for our country, both in the  short and long  term.
yes	X and Y	long	short	long - short	(long) and (short)	34217	 The 	long and short	 of it is that Behe accepts most of what the science tells us, including common ancestry of species.	 The  long and short  of it is that Behe accepts most of what the science tells us, including common ancestry of species.
yes	X and Y	short	long	long - short	(short) and (long)	34292	 The 	short and long	 of it is, looking historically, you'll find that scientists take a pinch of data, paint a big picture and hold their hands out for more grants and funds to continue research.	 The  short and long  of it is, looking historically, you'll find that scientists take a pinch of data, paint a big picture and hold their hands out for more grants and funds to continue research.
yes	X and Y	short	long	long - short	(short) and (long)	5514	 ALLOW THE SKIS TO MAKE A SLIGHT TURN, then smoothly tip your ankles to the other side @ @ @ @ @ @ @ @ @ @ SHAPES with 	short and long	 arcs.	 ALLOW THE SKIS TO MAKE A SLIGHT TURN, then smoothly tip your ankles to the other side @ @ @ @ @ @ @ @ @ @ SHAPES with  short and long  arcs.
yes	X and Y	long	short	long - short	(long) and (short)	12859	 Entry fees for the 	long and short	 distances are US$190 (AED 695) and US $130 (AED 475) respectively, while Sprint course rates are @ @ @ @ @ @ @ @ @ @ (AED440) for a team.	 Entry fees for the  long and short  distances are US$190 (AED 695) and US $130 (AED 475) respectively, while Sprint course rates are @ @ @ @ @ @ @ @ @ @ (AED440) for a team.
yes	X and Y	long	short	long - short	(long) and (short)	4820	 @ @ @ @ @ @ @ @ @ @ tools, such as 	long and short	 blades, three screwdrivers, can opener, wire cutter, needle-nose pliers, and more.	 @ @ @ @ @ @ @ @ @ @ tools, such as  long and short  blades, three screwdrivers, can opener, wire cutter, needle-nose pliers, and more.
yes	X and Y	long	short	long - short	(long) and (short)	25558	 Knots of betrayal The 	long and short	 of it is that he did n't have a full-blown affair.	 Knots of betrayal The  long and short  of it is that he did n't have a full-blown affair.
yes	X and Y	short	long	long - short	(short) and (long)	6550	 Although such losses are to be expected, failed presidencies make for graver @ @ @ @ @ @ @ @ @ @ the best selection for the 	short and long	 term.	 Although such losses are to be expected, failed presidencies make for graver @ @ @ @ @ @ @ @ @ @ the best selection for the  short and long  term.
yes	X and Y	short	long	long - short	(short) and (long)	8888	 Barkley fired the Maxim in alternating 	short and long	 bursts.	 Barkley fired the Maxim in alternating  short and long  bursts.
yes	X and Y	short	long	long - short	(short) and (long)	39394	 There are paths that lead students to experience tangible progress in the 	short and long	 terms as well as more frequent feelings of accomplishment.	 There are paths that lead students to experience tangible progress in the  short and long  terms as well as more frequent feelings of accomplishment.
yes	X and Y	long	short	long - short	(long) and (short)	18405	 I felt a pattern of 	long and short	 pulses like a simple code I had learned in childhood.	 I felt a pattern of  long and short  pulses like a simple code I had learned in childhood.
yes	X and Y	long	short	long - short	(long) and (short)	48155	'Or invent different letters for the 	long and short	 sounds of vowels, so that the'a'in'cat'and the'a'in'cake'would be different letters.	'Or invent different letters for the  long and short  sounds of vowels, so that the'a'in'cat'and the'a'in'cake'would be different letters.
yes	X and Y	short	long	long - short	(short) and (long)	5316	 A proper collection development policy is crucial to its success both in the 	short and long	 term.	 A proper collection development policy is crucial to its success both in the  short and long  term.
yes	X and Y	long	short	long - short	(long) and (short)	29697	 Parties would prepare by reflecting on 	long and short	 term goals for their country and for Asia.	 Parties would prepare by reflecting on  long and short  term goals for their country and for Asia.
yes	X and Y	long	short	long - short	(long) and (short)	5448	 A three-day weekend of autumn bicycling on rolling hills with 	long and short	 ride options each day.	 A three-day weekend of autumn bicycling on rolling hills with  long and short  ride options each day.
yes	X and Y	long	short	long - short	(long) and (short)	3983	 // Attal: The 	long and short	 of corporate sponsorship for us is that when the customer tells us that we've gone too far, we'll pull back.	 // Attal: The  long and short  of corporate sponsorship for us is that when the customer tells us that we've gone too far, we'll pull back.
yes	X and Y	long	short	long - short	(long) and (short)	2537	" "" That's why Olympic hopeful and former world junior champion Jennifer Kirk, 17, not only practices her "	long and short	 programs repeatedly but also does weight work and plyometrics at a gym.	" "" That's why Olympic hopeful and former world junior champion Jennifer Kirk, 17, not only practices her  long and short  programs repeatedly but also does weight work and plyometrics at a gym."
yes	X and Y	short	long	long - short	(short) and (long)	39637	 There should have been several because of the huge implications that trip had in the 	short and long	 term in improving our relations with the rest of the world since the Iraq bloody fiasco.	 There should have been several because of the huge implications that trip had in the  short and long  term in improving our relations with the rest of the world since the Iraq bloody fiasco.
yes	X and Y	short	long	long - short	(short) and (long)	29326	 Otherwise, tell the interviewer about your overall career goals and sales goals, and include goals for both the 	short and long	 term, giving a time period for each.	 Otherwise, tell the interviewer about your overall career goals and sales goals, and include goals for both the  short and long  term, giving a time period for each.
yes	X and Y	short	long	long - short	(short) and (long)	40064	 These include goal setting, 	short and long	 term planning, projecting and defining rewards.	 These include goal setting,  short and long  term planning, projecting and defining rewards.
yes	X and Y	short	long	long - short	(short) and (long)	23293	 It is an indication of the child's present level of performance, 	short and long	 term goals and objectives, additional services and supports for the child within the regular education environment and criteria for determining progress.	 It is an indication of the child's present level of performance,  short and long  term goals and objectives, additional services and supports for the child within the regular education environment and criteria for determining progress.
yes	X and Y	short	long	long - short	(short) and (long)	21107	 In a contact map representation of the protein 3D structure, all the 	short and long	 range interactions promoting protein stability emerge to different extent depending on the threshold value adopted to compute the 2D projection.	 In a contact map representation of the protein 3D structure, all the  short and long  range interactions promoting protein stability emerge to different extent depending on the threshold value adopted to compute the 2D projection.
yes	X and Y	long	short	long - short	(long) and (short)	43640	 WalMart will ALWAYS have the best price on low-line work @ @ @ @ @ @ @ @ @ @ 	long and short	 sleeve shirts in tan, blue, and green.	 WalMart will ALWAYS have the best price on low-line work @ @ @ @ @ @ @ @ @ @  long and short  sleeve shirts in tan, blue, and green.
yes	X and Y	long	short	long - short	(long) and (short)	8741	 Atlantis was vulnerable to man and his creatures, and that was the 	long and short	 of it.	 Atlantis was vulnerable to man and his creatures, and that was the  long and short  of it.
yes	X and Y	short	long	long - short	(short) and (long)	41895	 This particular one of the many effects of ginkgo biloba will contribute to the improvement of 	short and long	 term memory and improve mental clarity.	 This particular one of the many effects of ginkgo biloba will contribute to the improvement of  short and long  term memory and improve mental clarity.
yes	X and Y	short	long	long - short	(short) and (long)	36495	 The important questions are: What do you do in the 	short and long	 terms?	 The important questions are: What do you do in the  short and long  terms?
yes	X and Y	short	long	long - short	(short) and (long)	43887	 We define 3 basic types: numerical, 	short and long	 texts.	 We define 3 basic types: numerical,  short and long  texts.
yes	X and Y	short	long	long - short	(short) and (long)	47708	 see this as an opportunity for businesses to work toward building customer value in both the 	short and long	 term.	 see this as an opportunity for businesses to work toward building customer value in both the  short and long  term.
yes	X and Y	long	short	long - short	(long) and (short)	778	" "" As a former paramedic, I have to add that making a medical problem (coke/meth/horse addiction) a police problem is very, very bad policy in both the "	long and short	 run.	" "" As a former paramedic, I have to add that making a medical problem (coke/meth/horse addiction) a police problem is very, very bad policy in both the  long and short  run."
yes	X and Y	long	short	long - short	(long) and (short)	34213	 The 	long and short	 is, there are better ways to protect us.	 The  long and short  is, there are better ways to protect us.
yes	X and Y	long	short	long - short	(long) and (short)	37645	 The process of reconciliation is just as important of an antidote to decreasing violence as law enforcement, both in the 	long and short	 term.	 The process of reconciliation is just as important of an antidote to decreasing violence as law enforcement, both in the  long and short  term.
yes	X and Y	short	long	long - short	(short) and (long)	27082	 Most mammals--dogs and elephants, for instance--have cones with only two kinds of pigments, for 	short and long	 wavelengths of light.	 Most mammals--dogs and elephants, for instance--have cones with only two kinds of pigments, for  short and long  wavelengths of light.
yes	X and Y	long	short	long - short	(long) and (short)	39311	 There are big animals and little ones; 	long and short	 ones, multicolored and drab ones, and those that just sit while others that never stop swimming.	 There are big animals and little ones;  long and short  ones, multicolored and drab ones, and those that just sit while others that never stop swimming.
yes	X and Y	long	short	long - short	(long) and (short)	14108	 For instance, can Carving and Race skis rip 	long and short	 arcs?	 For instance, can Carving and Race skis rip  long and short  arcs?
yes	X and Y	long	short	long - short	(long) and (short)	6884	 And Japan had the 	long and short	 nose versions of both the Hatch and Sedan.	 And Japan had the  long and short  nose versions of both the Hatch and Sedan.
yes	X and Y	long	short	long - short	(long) and (short)	42307	 Those who enter the stock market's friend, I once again remind you: always the 	long and short	 forever, sooner or later the market would be eliminated, only the market's slick, can ever survive.	 Those who enter the stock market's friend, I once again remind you: always the  long and short  forever, sooner or later the market would be eliminated, only the market's slick, can ever survive.
yes	X and Y	short	long	long - short	(short) and (long)	30978	 SAND PATTERNS As handicaps increase, the skill to enter sand in the right place and carry shots the proper distance decreases (see number of shots hit 	short and long	 of the green below).	 SAND PATTERNS As handicaps increase, the skill to enter sand in the right place and carry shots the proper distance decreases (see number of shots hit  short and long  of the green below).
yes	X and Y	short	long	long - short	(short) and (long)	33677	 Technological advances and deregulation in some industries, such as telecommunications, mean that many of the assumptions used in operating a business in the past may require fundamental re-examination in both the 	short and long	 terms.	 Technological advances and deregulation in some industries, such as telecommunications, mean that many of the assumptions used in operating a business in the past may require fundamental re-examination in both the  short and long  terms.
yes	X and Y	short	long	long - short	(short) and (long)	33452	 Sunlight consists of energies in the form of the electromagnetic waves and part of this electromagnetic energy includes cosmic rays, gamma rays, x-rays, visible light rays, infrared rays, micro waves and 	short and long	 waves (radio waves).	 Sunlight consists of energies in the form of the electromagnetic waves and part of this electromagnetic energy includes cosmic rays, gamma rays, x-rays, visible light rays, infrared rays, micro waves and  short and long  waves (radio waves).
yes	X and Y	short	long	long - short	(short) and (long)	9865	 But Sahin is a turkish Alonso, very technical, makes great 	short and long	 passes.	 But Sahin is a turkish Alonso, very technical, makes great  short and long  passes.
yes	X and Y	long	short	long - short	(long) and (short)	35778	 The difference in the measured delay on the 	long and short	 lines yields the propagation per unit length, without the error introduced by pads and probes.	 The difference in the measured delay on the  long and short  lines yields the propagation per unit length, without the error introduced by pads and probes.
yes	X and Y	short	long	long - short	(short) and (long)	6395	 Also, caffeine can help you keep focused - but there are potential side effects, and addiction can hurt you in the 	short and long	 term.	 Also, caffeine can help you keep focused - but there are potential side effects, and addiction can hurt you in the  short and long  term.
